GENEID_7227,GENEID_9606
38864,34
37217,37
31695,38
35731,90
42051,158
c(35989, 37211),175
39402,210
37815,212
3771738,435
32142,538
3355069,594
33941,1311
44701,1371
38355,1376
39988,1738
31858,1806
37181,2052
39202,2071
36252,2108
45577,2184
43757,2235
31605,2271
3772574,2519
33935,2592
326264,2632
33911,2639
37415,2643
41253,2731
35886,2821
c(318053, 32775),2937
39654,2956
34276,3030
37784,3032
34552,3081
46140,3145
33978,3155
42266,6448
38423,3423
34544,3425
43275,182
37791,3978
35796,4292
34842,4436
35362,4547
34882,4647
34355,4668
46386,4669
35851,5727
43149,4763
38315,4860
34358,4864
40145,4942
31157,4952
38871,5053
47769,5184
33256,5193
38994,5191
31839,5256
34114,5257
39436,5373
42939,5498
43991,5728
35292,5805
38941,5828
31141,5830
39050,5860
31129,6444
34093,7051
38746,7054
42493,7372
35986,7389
41605,7498
31776,642
33470,788
37246,1121
37414,2068
3772101,2132
38076,2582
47611,2820
32582,3295
38261,5019
40260,5664
32621,6555
39251,6647
32878,6821
34474,275
48224,353
c(43105, 2768687),7436
37884,6609
40201,7249
36878,6648
37435,178
40188,18
32471,191
41149,593
41197,645
33231,706
34950,776
40521,1136
38545,1137
34826,1139
42918,1141
c(42074, 34703, 40787),1384
31718,1621
35190,1644
32554,2562
38484,2571
33986,2618
38194,2677
31107,2906
43838,2913
35832,2918
43682,2983
39213,2987
43437,5162
32100,5430
41721,5431
33883,5447
37591,5479
38942,5557
44915,5558
41347,6122
43349,6124
38794,6141
34754,6152
44059,6156
38397,6158
34098,6173
42761,6188
32700,6193
43321,6204
37580,6217
36576,6228
43039,6232
34392,6240
36849,6530
43551,6870
35225,7153
35199,7283
33499,7298
43092,7915
35107,8654
39265,8985
39624,14
32112,23
36760,47
44149,50
32485,115
42500,10227
318908,318
36748,329
46717,384
40179,396
40162,406
40097,501
33432,650
40724,662
38145,813
40429,902
38798,996
36854,1021
34993,1111
37244,1155
32349,53405
37837,9079
36806,1261
42400,1264
30998,1362
34371,1389
35016,1434
43734,1477
3354994,1479
34159,1603
36420,1615
35523,1660
35654,1665
41022,1723
37873,1736
41171,1767
5740653,1769
48228,58511
38580,1778
34711,1798
39317,1801
41802,1802
42343,1819
33005,1889
33016,1891
43549,1967
37662,2091
37198,2137
42066,2316
34878,2550
31321,2622
32573,2631
246439,2647
53581,2729
34430,2959
40509,2966
33294,2967
42087,2972
37254,3191
34446,3396
39877,3646
43833,5080
34156,16
40059,36
48445,53
3355109,142
37834,204
34396,262
33324,347
45250,372
36699,382
40993,402
43829,506
39143,515
41550,526
36826,528
40679,529
41845,539
36392,549
34132,7006
35535,680
c(44643, 32180, 32620),821
36784,833
32518,908
35801,989
31441,1022
37139,1036
40221,1211
33727,1284
38769,1306
31601,1317
32640,790
43614,1393
32676,1428
37143,1491
31151,1499
32441,1629
41611,1642
38917,1725
36176,143098
40081,1849
35381,1875
45249,1933
33835,1974
36654,2067
43515,2109
43777,2199
36883,2219
36209,2224
37528,2332
33682,2339
41989,2342
43043,2531
43236,2551
39644,2617
248194,2730
c(36487, 246425),2799
36782,2805
33373,2806
36497,2885
32841,3035
44154,3157
40263,3242
39557,3308
32045,3329
43826,3624
41701,3628
c(42689, 41269),48
35147,3670
32285,3707
40664,3708
38979,3712
42940,3778
35336,3837
34338,3838
40581,3843
34068,3913
39118,3915
32322,3981
32207,3984
37485,4017
35799,4035
44279,4040
38656,4085
37336,7975
31449,4172
37323,4245
43563,4247
36130,4331
41192,4351
31816,4478
36955,4507
43382,4528
32520,4597
35000,4682
44409,4686
36159,4700
44207,4728
36377,4756
34888,4799
c(36968, 246458),4907
35365,4913
41562,4927
38824,4931
35767:35766,4953
31806,4968
32529,5049
44039,5058
37130,5105
37290,5111
45021,5134
34196,5147
36462,5194
42647,5204
44010,5236
49168,5245
37020,5277
37733,5289
32601,5335
32168,5356
39746,5424
38661,5427
34792,5428
34796,5432
36160,5434
261631,5436
47080,5459
43481,5495
42091,5510
45031,5531
c(34421, 35435),5550
35950,5586
42203,23683
35056,5589
31872,5604
43637,5636
34726,5682
41531,5683
36018,5684
37378,5685
36951,5686
c(246582, 45780),5687
c(42457, 32584),143471
39855,5689
34999,5690
41079,5691
40639,5692
39628,5695
42828,5700
35701,5701
42805,5702
33105,5705
43449,5707
40174,5708
35176,5709
37894,5713
41672,5715
36638,5717
40717,5718
42802,5719
32274,10197
38059,5775
45278,5781
32115,5787
32992,5825
40443,5832
34716,5833
33386,5837
43577,5888
38244,5906
32569,5921
326150,5955
32979,4771
32153,5976
40607,5981
34550,5983
32674,6000
36776,6014
43327,6045
35746,246243
39027,6059
33314,6091
32039,6098
40972,6117
44326,6182
2768916,6184
37029,6185
31165,6256
35590,6390
41340,6391
35378,6453
43805,6529
3346192,6571
39744,6595
40657,6598
41942,6601
35713,6627
33560,6643
41033,6646
33903,6675
38231,6709
32746,6711
38815,6728
38593,6729
47251,6734
35305,6741
326234,6745
39768,6746
34966,6811
38493,6812
53442,6829
40543,6832
44498,6834
43558,6868
319048,6903
32536,7003
38936,7009
40398,7020
31841,10139
37482,3930
32458,7150
36444,7174
43354,7184
39426,7260
37638,7264
41993,7265
41161,5611
44438,7284
41785,7322
3355079,7326
38760,7358
37644,7378
41365,7411
34167,7514
41440,7802
34952,7803
40090,7855
32169,7874
43434,8065
39175,8260
31052,8318
3885565,8396
39160,8398
43483,8402
35192,8449
35780,8450
34896,8452
35420,8453
35742,8454
32312,8460
41446,6790
45360,8468
37467,8480
34005,9497
37203,8491
39524,8496
39652,8504
41399,8518
40716,8520
36408,8526
40308,8533
36669,8540
42285,8559
35724,8564
39829,8565
39066,8566
42567,8573
34751,8575
40872,8576
31698,8615
49968,8618
37741,8622
34326,8625
36703,8633
31175,8634
33245,8642
32498,8646
40563,8661
36981,8662
37005,8663
42789,8664
40587,8665
c(31243, 42422),8666
45682,8667
33710,8668
33034,8675
42850,8678
41364,64976
36585,8704
40399,8720
39842,8721
c(34595, 34611),8726
49713,8727
34877,8731
c(37842, 41239),8774
40233,8775
33693,8780
36758,8799
44001,8801
41067,8803
44126,8811
35240,8813
34095,8815
2768892,3631
3772100,8834
317887,8836
46059,8879
42753,8881
31851,8882
31156,8893
39433,8894
32069,8896
42835,8905
41151,8932
c(31335, 318211),6767
31565,8940
41610,8991
36539,9039
38916,9040
43905,9043
32144,9049
40049,9058
c(32399, 36481),8424
41927,4882
35419,109
32352,271
53554,408
42973,471
37617,498
45247,533
31701,705
41433,56267
43724,900
42642,1173
42525,1175
39536,1639
36536,1892
32617,1965
36203,2232
36887,2237
40063,2873
32434,4713
36288,4733
36041,5576
31103,5873
37228,6389
31524,6470
36306,6634
40155,6720
45399,7453
33390,9131
40163,9158
36731,9296
41013,9319
43358,9343
40195,2834
35221,51209
43978,9373
39969,9403
3354977,9412
42175,9440
40696,9442
41288,9443
43952,9477
42388,9487
41800,9512
37080,9567
40528,9615
33638,9618
38193,22
35900,7046
34360,617
31221,673
39691,54926
41428,1181
36468,1265
38199,1314
37728,1337
33776,1353
34364,1656
34734,1677
33114,4735
34632,1787
43951,2079
36031,2110
46068,2181
33810,1803
31740,2193
39013,2262
32425,2319
40228,2483
33556,2590
42822,2958
42526,3422
53573,3611
32049,3796
38135,3832
40973,4171
44228,4716
38378,4722
40336,5071
37131,5106
42861,5188
47757,5876
33711,6341
31442,6626
40781,6633
43737,6902
42273,7084
35236,7156
31746,7189
36110,7247
37563,7818
35788,8106
43749,8239
33837,5927
36794,8314
45826,1654
c(35315, 318886),8697
33035,8924
42936,9070
c(41786, 32165),9104
43230,8404
40693,9112
31342,9114
39955,9128
40172,9129
43347,9130
3346176,9136
36533,9145
43018,9147
43490,9184
40240,2107
39876,9197
45757,9276
37774,9342
38646,9352
36746,9353
33932,9354
40138,9361
40293,9409
33180,9410
35112,9416
34379,9421
37639,9439
33944,9455
31666,9474
38446,9488
32537,1213
33717,9526
33712,9533
33684,9538
