GENEID_9598,GENEID_9606
469356,34
455237,37
451528,38
470565,90
468403,6442
100608083,158
461616,175
450104,183
464675,210
473626,212
457144,270
468459,350
738331,355
462999,383
463444,435
454430,443
100612635,538
462845,594
452526,675
748148,710
100608992,717
449612,729
456887,732
451585,917
473802,959
470583,1134
468165,1145
457838,1130
471534,1161
472560,1180
456470,1188
463542,1278
101056895,1294
469068,1311
460544,1371
737945,1376
743081,1471
458593,1476
468068,1535
451165,1643
463861,1738
457047,1806
469989,1908
452613,1910
465938,2010
741046,2022
453374,2038
457777,2052
455728,2057
470526,2071
453769,2108
457500,2153
465887,2158
740421,2169
454393,2175
465257,2176
467738,2184
736459,2206
455437,2235
457851,2271
470371,2492
463039,2519
468947,2523
736519,2581
454888,2584
473219,2592
460520,2632
455754,2639
468357,2642
743728,2643
471560,2690
744245,2697
465696,2705
463369,2737
464987,2731
461614,8001
468166,2811
737968,2815
100612813,2821
464706,2934
745328,2937
459218,2956
459079,3030
459080,3032
460613,3081
456624,3155
452276,6910
450663,3257
450196,3383
465896,3423
461056,3425
471271,3426
101059843,3561
449570,3630
452507,3651
454887,3691
748073,182
455848,3718
466928,3736
474097,102723475
461316,3815
468241,3859
469668,3914
449638,3952
745014,6445
461332,6443
468936,3978
746925,3990
464031,4023
463894,3757
743285,4128
463671,4233
453914,4261
747104,4292
471397,4547
451168,4607
466717,4647
457511,4653
470279,4668
468265,4669
465254,5727
473576,4693
454566,4763
737850,4860
455338,4864
459483,4867
450803,4942
465851,4952
741097,5053
738775,5095
455932,5184
468219,5193
463024,5191
465523,5256
465150,5257
457616,5317
456587,5320
457956,5351
453905,5373
470861,5449
100615412,5456
457450,5498
460533,5627
466142,5728
466447,5741
461008,5745
739126,5805
464242,5828
451812,5830
745779,5860
452715,5925
735388,5961
466636,6094
747421,6310
100612017,6329
462216,6444
453410,6557
454108,6559
461829,6606:6607
461375,6622
450101,6662
746738,6770
745972,24
470178,6948
452814,7051
450955,7054
469898,7056
735514,7137
471863,7172
464818,7248
453077,7253
493188,7276
460644,7372
456541,7389
470347,7498
474134,326
459058,338
454555,642
460354,788
460628,846
747442,1026
465737,1121
450999,1200
458802,1439
456124,2068
451140,2132
456623,2582
471705,2760
471226,2798
459670,2820
748651,2978
462019,3295
747276,3459
450884,3559
463801,3792
468261,3872
453034,4053
454422,5048
467175,4598
457573,4688
471968,4758
455792,4854
737468,5019
461740,5122
462184,5145
464454,5339
463549,5445
457790,5664
466489,5896
457292,5993
736063,6401
467318,6555
449637,6647
468641,6794
451978,6821
458269,3172
468227,6928
465028,7010
736549,7066
470638,580
450135,7291
450140,190
461260,213
451685,272
461012,275
736305,353
449625,546
746870,551
469214,713
100613933,1415
462304,2161
451158,2147
461559,2243
461560,2266
736618,2488
471566,2668
461807,3074
466450,3767
464967,7436
455500,4158
747431,4359
744850,5096
465785,5354
459827,5378
100610983,5994
460023,6295
743782,6439
450990,6609
744121,6927
455214,7157
470287,7173
468086,7249
748248,7252
464994,7306
451773,7450
468934,1406
458202,8200
456886,731
737582,3568
469506,3570
457259,2209
457457,2214:2215
469657,3586
744672,1604
470485,3552
450200,3553
461270,2638
737808,3600
461472,3558
738238,730
449565,3565
745517,3578
462118,929
471978,6890
494186,7124
494185,4049
463395,3484
460116,3485
463396,3486
463288,3569
463503,3082
463893,4846
100610119,733
451122,960
742381,3481
450992,3263
450124,920
741055,3479
467547,624
454773,974
459143,4052
473966,3588
458516,3454
741196,4689
454069,3684
738409,596
449634,6648
464099,2936
738261,7448
469584,356
465815,3598
736204,3589
469392,178
450191,6402
456060,7040
453903,18
100609296,43
457108,140
469869,146
100614466,151
458190,191
455242,239
450428,240
472953,301
457152,476
452038,552
468889,593
100612769,623
463366,644
456039,645
458887,706
460447,776
463504,781
741106,786
460290,885
451584,915
742330,916
462868,1081
100608170,1136
469999,1137
467639,1139
454461,1140
740303,1141
464783,1384
464215,1392
471627,1437
456756,1441
464827,1621
461273,1633
463409,1644
469331,1733
467521,1734
470885,1814
463609,2056
462158,2246
100614013,2350
468262,2520
462241,2554
471392,2557
453265,2562
468557,2571
458518,2618
739068,2621
459364,2677
463331,2692
743992,2796
454396,2903
473373,2904
463049,2911
746019,2913
472502,2918
457128,2947
745954,2950
461565,2983
740432,2987
470746,3269
462833,3351
451556,3359
469199,3362
494137,3384
463112,3482
459460,3554
743963,3567
464245,3574
460816,3592
459683,3694
452114,4254
465310,4256
