GENEID_4932,GENEID_9606
856079,38
851073,158
852842,210
851818,212
855993,383
856411,435
851862,538
851614,1371
851285,1376
850527,1738
854663,2071
856112,2108
854347,2235
855866,2271
852306,2592
856705,2632
853183,2643
855227,2731
852495,2821
854108,2937
851671,2956
851322,3145
851391,3978
855203,4292
854063,4436
850906,4860
856101,4864
851158,4942
850499,5373
856733,5498
851617,7389
855482,642
854267,788
856918,2068
853878,3295
855248,4598
853568,6647
851582,275
854986,353
853357,5009
856399,6648
856014,2936
856314,178
852902,18
856766,191
854965,1384
852617,2618
852065,2987
852522,5162
851415,5430
854322,5431
856438,5447
851898,5479
856454,5480
854825,5557
853821,5558
854229,6122
c(852319, 851575),6124
c(855415, 854029),6141
c(853051, 852852),6152
852853,6156
c(855560, 856544),6173
855543,6188
853587,6193
c(854468, 855270),6204
c(851476, 855174),6217
c(853015, 856250),6228
c(856415, 853700),6232
c(856801, 854744),6240
854241,7298
852291,7915
851013,50
851420,396
852577,1111
855574,1155
852612,1434
855083,1479
850643,1615
852757,1665
850872,1736
852545,1798
854703,1801
853643,1802
853083,1819
853896,1967
851548,2091
853344,2729
856201,2959
850691,2966
856169,2967
853161,2972
854513,16
851812,204
854105,262
854261,382
853585,506
852424,526
853782,528
854509,529
851892,539
855474,833
851768,908
850946,978
851024,989
851450,1022
853311,790
851221,1491
856465,1725
851726,1743
851260,1933
853121,2109
853272,2224
853849,2339
852418,2617
850714,2805
856145,3035
854913,3157
855998,3308
850963,3329
853852,3508
851061,3837
855356,3843
854166,3981
853422,4085
856680,4172
852071,4331
856720,4351
850545,4438
850704,4507
855779,4597
852789,4682
855708,4799
850625,4931
853651,4953
854942,4968
856382,5058
852385,5111
854879,5204
c(855131, 853732),5236
853033,5245
855928,5277
850941,5289
855952,5356
851456,5424
854508,5428
854791,5432
852451,5434
852013,5436
853641,5510
851647,5531
856425,5598
855362,5682
854882,5683
854544,5684
853036,5685
853168,5686
852873,5687
854119,143471
852239,5689
856731,5690
856830,5691
850611,5692
853456,5694
854328,5695
851557,5700
853712,5701
854284,5702
852834,5705
854735,5707
856422,5708
856742,5709
854435,5713
854810,5715
851461,5717
851408,5718
852037,5719
856831,5888
855104,5976
854392,5981
852383,5983
851665,6059
851266,6117
852811,6182
850685,6390
854680,6595
851455,6675
853086,6713
856203,6729
850713,6811
854999,6829
856891,6908
856056,10139
855441,3930
854156,7150
854359,7284
852376,7322
852969,7411
853133,7514
855466,7555
855350,7874
850793,8318
856844,8480
851929,8504
851100,8518
856106,8520
852179,8564
853097,8565
855840,8576
851501,8615
852371,8661
854543,8662
855357,8663
852039,8666
855177,8668
854142,8675
855983,8678
854474,8721
853416,401548
852230,8775
853159,8803
851888,8879
853846,8881
853125,8882
851797,8893
850427,8896
850868,8905
850933,8942
855906,8943
851015,9040
854973,271
855149,471
852177,498
856421,533
852549,705
853386,56267
853521,1175
853463,1965
853747,2237
851195,4733
854778,5576
853709,6389
850747,6470
854056,7453
852903,9296
852484,9319
853681,9343
853667,9373
855324,9487
850860,9512
851360,9615
855347,22
851981,617
851624,54926
851410,1314
855971,1353
851394,1656
854538,2110
856423,1803
850522,2193
856597,2222
853807,2958
855986,3422
852258,4171
852198,5188
856306,5876
852325,6341
850981,6633
855012,7879
856571,8697
852342,9104
851168,9114
856307,9128
856255,9136
852440,2107
852521,9197
852740,9276
852259,9361
852666,1213
856226,9533
850973,9554
852215,9588
856498,9632
854777,832
856076,1020
856732,1659
853632,2475
851105,3416
856687,4809
855013,5347
851874,5393
854339,5859
851265,5929
855054,9973
850562,9097
852327,509
854444,535
856085,2072
853775,3052
851757,3093
853418,3309
851326,4234
855428,9125
853371,9126
856815,9277
851931,10026
850775,10051
855869,8907
851998,10054
856310,10055
854303,3419
c(856442, 851881),3612
851607,3735
855264,4361
853316,4817
850749,10056
853856,10093
851085,10094
851532,10097
851632,10153
855786,10157
854152,10171
852196,10195
850554,10213
855832,10237
853429,1176
856785,10247
853581,10269
852501,4176
853724,4285
852752,4524
853438,7203
853562,7347
856689,7386
850912,8872
851207,51761
855143,10399
851717,4738
852372,4905
853475,5300
855459,5426
852810,5438
853023,5536
852088,5563
852986,7407
850540,8243
850883,10436
853298,10245
854790,10469
856311,10484
853596,10527
850894,10528
856576,10533
855652,10535
852536,10552
855342,10558
851748,10565
853333,10574
851412,10575
854664,10576
856932,10588
850589,10592
856570,10594
850919,10607
855737,10621
852003,5704
851587,6301
855616,8089
c(856921, 851672),10539
856647,10641
853638,10652
856160,10667
853447,10694
852528,10845
855841,10856
855009,2739
852721,4123
850980,4174
851068,6888
856376,8315
850820,10885
852064,10935
856737,10939
854192,10963
854997,10972
853187,10973
852187,10988
854371,11019
854583,4519
854627,4514
854598,4512
854622,4513
855691,3420
850745,6309
852497,6877
854789,7922
852704,11056
854517,11065
850298,11103
854283,11128
850893,11137
856926,11144
851431,7415
852665,11198
852244,11212
854844,11266
856105,11267
854211,55308
852785,11311
853535,11321
853146,11331
851208,84549
851210,29954
c(852882, 851264),222068
852202,3376
852261,91869
852288,23590
852296,5464
852313,29789
852314,51102
852323,55163
852353,24140
852407,56052
852408,11164
852468,55666
c(856018, 852481),55331
852485,55858
c(852519, 852818),5091
852530,23193
852537,56996
852544,51020
852556,6399
852564,28989
850343,9054
850352,9489
850354,11079
850367,55909
850376,80157
850402,64080
850411,93210
850414,114049
850420,55258
850423,55364
850435,54475
851362,283871
851372,55738
851307,92675
851319,55651
851376,728294
851388,102157402
851439,54977
c(851477, 855173),6137
851495,7329
851499,55720
851504,29925
851529,55687
851530,79039
c(851539, 854095),2819
851584,9775
851606,26275
851615,51728
851698,55621
851770,23256
851777,79877
851798,6950
851824,1315
851835,414328
851858,5192
851861,10352
851876,55005
c(856463, 851907),56342
851939,51077
851942,57038
