GENEID_9258,GENEID_9606
100082373,7105
100082353,64102
100083994,57147
100083978,55732
100092688,2268
100075754,2519
100078137,2729
100093533,4800
100077723,57185
100086220,81887
100080631,22875
100077547,6405
100078764,1080
100089256,54467
100087589,1595
100093203,889
100082274,51056
103171404,4267
100087772,9957
100075142,26
100077974,51384
100076282,23072
103171356,55365
100084766,90293
100075935,56603
100083578,3382
100088146,57679
100092695,843
100086245,7035
100083936,55471
100077462,10181
100087619,9108
100078044,6542
100077502,381
100086708,23098
100086752,26073
100073685,23129
100077418,204
100078742,2288
100086226,10180
100090774,5965
100090155,55610
100088087,5166
100075344,85413
100073489,51364
103166275,10165
100079083,7982
100092325,996
100089687,6521
100089867,1856
114808759,5976
100078364,5976
100080434,292
100083768,5439
100093496,56919
100077223,6296
100076750,6296
100089732,6296
100077301,6296
100077096,81691
100091792,57019
100078086,5577
100084693,10943
100080510,1387
100078069,4353
100077826,5244
100077208,55904
100081977,25998
100081768,23077
100081796,26224
100090742,3683
100080433,3675
100082110,7543
114815046,3674
100084312,51666
100078062,51573
100077940,9244
100084178,114881
100090177,26022
100074485,3883
100078637,6833
100074100,10368
100073459,54972
100080928,64847
100091552,51330
100086943,4293
100075904,5898
100081465,55971
103171380,2115
100085541,55750
100075908,57157
100082565,9855
100081401,79017
100090815,6915
100080416,3475
114812049,54623
100081590,27072
100079687,85477
100092102,79602
100082239,51265
114814957,10942
100082072,57787
100084810,8842
103167934,90273
100078186,5048
100075386,4843
100087316,4145
103167934,1087
100079872,974
100074825,5080
100081734,113000
100084035,64285
100089648,55692
100092386,9091
100091136,57585
100085799,55735
100084402,2328
100091940,29116
100082504,5689
100076250,3720
100078245,57172
100076961,65220
100078731,83741
100076486,9265
100088678,9043
100076030,10157
100079174,51188
114817945,4257
100092263,8993
114813811,8993
100088817,8993
100079413,4784
100081042,6482
100084756,64386
100082257,9862
100083306,7095
100083544,6224
100074194,9690
103170447,5980
100088370,5081
100079601,10747
100074313,389434
100081589,199870
100077999,80342
100076823,51534
114817878,51085
103167273,9031
100084603,51603
100073683,7756
100074417,7384
100082031,83930
100091013,928
100090098,57467
100087124,56920
100074337,11188
100081812,3423
100088455,5646
100080912,695
100087265,22955
100073798,2534
100076070,3097
100086113,1185
100079353,6534
100080552,9546
100091807,54903
100078432,51099
100084418,3730
100090821,54799
100081654,54476
100078193,54902
114812004,8193
100090499,9066
100082885,23395
100079037,5286
114812017,5329
100086188,54443
100079988,1634
100084034,5536
103171218,23177
100078832,8491
100076824,57146
100681233,7869
100083166,51360
100076015,4007
100075653,4057
100074851,9971
100089631,60481
100077066,240
100079888,55148
100079524,30845
100088836,5704
100093175,57709
100092466,5010
100088255,51629
100082112,5238
100083283,1195
100077080,55703
100078857,9604
100091896,50865
100082022,10046
100089252,923
103167311,10460
100089558,23144
100082315,4190
100092277,10463
100087270,1355
100083884,440193
100084143,10138
100080399,1800
100088411,9782
100089021,29881
103169376,64132
114807390,81551
114808993,3670
100077337,55349
100078655,53832
100081190,1179
100092396,55830
100083831,27032
100075905,3479
100081456,10928
100081330,22902
100080471,1272
100080485,63932
100083795,477
100079961,55622
100086015,23187
103167150,8685
100083658,56981
100089264,57586
100079657,6591
100074892,3082
100082241,25960
100078049,55734
100079002,4331
100082793,4361
100073994,1992
100073952,1992
100082218,64816
100082250,64816
100082190,64816
100077894,11136
100078093,6683
103168669,114879
100086247,9716
100077228,1373
100083745,2273
100078888,51507
103164700,2554
100083119,57210
