GENEID_8153,GENEID_9606
102299727,7105
102313802,64102
102292722,8813
102296457,57147
102295949,55732
102297619,2268
102289584,2519
102298470,2729
102301080,4800
102305328,90529
102308065,57185
102309135,22875
102288772,6405
102300354,6405
102290453,1080
102312200,1595
102312514,889
102291769,51056
102294540,4267
102293164,26
102297130,51384
102300977,23072
102295964,8379
102308152,3927
102291580,3927
102309661,29916
102294842,4074
102311768,90293
102293646,56603
102306777,3382
102305534,79007
102301224,57679
102306268,843
102314317,8837
102299279,55471
102312779,10181
102302290,9108
102295512,381
102309760,381
102299212,23098
102311561,26073
102293027,23129
102301312,952
102302511,952
102295257,23028
102289096,10180
102300394,84254
102301935,84254
102298061,5965
102290909,55610
102307930,126393
102313330,4706
102295776,5166
102309876,85413
102302133,51364
102289828,170302
102296692,10165
102312245,7982
102310248,996
102296150,6521
102294255,6521
102291444,799
102293029,3052
102297989,1856
102299761,5976
102299368,5976
102306529,8935
102294433,292
102306856,55013
102313361,3207
102296475,5439
102299162,56919
102302574,4222
102291383,221981
102307381,221981
102305933,3980
102307908,79657
102294832,81691
102300608,57019
102291377,56928
102298725,80256
102305276,51226
102308917,5577
102313017,10943
102306633,1387
102307016,9256
102293913,5444
102293625,5444
102296440,6936
102297994,84058
102289233,54677
102288861,55904
102311222,30812
102293014,30812
102297888,25998
102303168,23077
102290430,26224
102303989,26224
102308211,5164
102306636,3675
102296434,3920
102295471,51666
102292016,51573
102297117,9244
102310336,9244
102309754,9244
102310132,114881
102309968,114881
102303006,26022
102295820,51087
102297867,9020
102313038,6833
102310146,10368
102288511,10368
102314018,54972
102288530,163
102312089,6863
102301759,64847
102289823,8913
102296084,1750
102303162,4293
102303948,5898
102299911,55971
102295360,55971
102313731,80853
102294834,2115
102303561,55750
102311365,221
102304988,221
102306236,221
102298560,221
102295843,55001
102308549,9855
102312715,10083
102297912,79017
102298027,10926
102306786,6915
102296527,3475
102310573,56891
102299936,56891
102308431,56891
102311876,56891
102301473,1352
102314599,54623
102307619,27072
102295311,9912
102296128,9912
102313345,60528
102291675,85477
102294718,414
102314658,8228
102307315,79602
102295639,151531
102311831,57787
102300949,57787
102290795,8842
102289228,8842
102302873,115098
102305679,5048
102293612,5048
102297725,9703
102309831,9058
102288966,8522
102295447,8522
102309459,79090
102300939,4145
102311812,54879
102290754,5080
102289698,113000
102304741,64285
102289739,64285
102311636,55692
102303570,9254
106633288,9254
102310617,8938
102300058,115939
102298312,9091
102294214,57585
102294501,7005
102306155,55735
102300832,55735
102300976,29116
102304517,5689
102302194,3720
102305951,6792
102312176,6792
102295832,57172
102302481,57172
102312868,728642
102302076,65220
102293195,7021
102292896,83741
102303741,9265
102295077,9265
102298670,53616
102290161,6856
102314440,1534
102291931,9043
102302327,9043
102306228,1951
102298971,10157
102292047,55200
102301670,51188
102292087,84954
102296702,4257
102312229,1407
102310262,1407
102302345,8993
102303476,4784
102293245,4784
102310766,6482
102313983,6482
102305239,6482
102289195,64386
102304257,5310
102312228,23542
102288609,9862
102294042,23221
102314180,54497
102289535,7095
102294855,6224
102301284,7812
102313379,9690
102312222,5980
102288611,10178
102311149,5081
102299527,10747
102302075,389434
102306760,80342
102299930,29954
102299217,29954
102298789,51534
102306724,51085
102298553,9031
102293887,10048
102291782,51513
102312430,83932
102305469,51603
102294656,8798
102314648,7756
102288587,7756
102308639,7384
102299407,928
102311668,928
102289929,57467
102289728,57467
102292356,9918
102311467,25900
102313581,25900
102298365,56920
102296719,3423
102300673,5646
102302520,5646
102310582,695
102300855,22955
102310662,2534
102307142,2534
102302952,3097
102297251,6924
102293535,11313
102296544,1185
102298820,9902
102297812,10867
102292805,10867
102314513,55727
102313079,9546
102314039,54903
102292537,51099
102311037,51099
102291388,3730
102307085,3730
102289408,3730
102290047,26993
102306174,54799
102294259,54799
102303009,54476
102307405,54902
102303746,8193
102307135,9066
102303092,9066
102299818,23395
102312638,5286
102309052,54443
102303843,58525
102296795,58525
102293409,23637
102293409,2844
102291557,1634
102305505,54814
102288576,5536
102296562,23177
102309914,8491
102292396,2556
102289404,672
102292429,2067
102299108,7869
102305301,51360
102312219,4007
102293316,4057
102303579,2137
102310416,9971
102299003,60481
102300749,240
102309193,57658
102309350,57658
102314200,55148
102297102,55148
102307618,11183
102298912,30845
102298950,5704
102308899,23324
102311060,57709
102310752,5010
102302726,5010
102288549,9961
102291241,51667
102289234,5238
102295717,23357
102298721,9604
102290391,9604
102306993,9604
102311120,1774
102303778,1663
102313513,50865
102292119,9052
102303458,23376
102301672,23649
102314325,23144
102303109,823
102307187,4190
102293436,4190
102295184,10463
102299146,10903
102307805,1355
102288566,440193
102311324,10138
102291993,10138
102292019,10771
102293896,1800
102311001,9782
102307620,29881
102304611,64132
102303292,81551
102299570,81551
102298428,23386
102306054,3670
102295508,55349
102298585,53832
102293729,55830
102296109,27032
102313793,3479
102294672,92745
102297695,10928
102293928,22902
102313100,1272
102290462,1272
102308669,8540
102305313,63932
102300463,477
102314243,55622
102297097,147948
102303007,23187
102303377,23187
102290772,1591
102296005,56981
102297272,972
102296501,3082
102313598,3082
102289965,54764
102313300,54764
102298055,23154
102304645,25960
102299752,55734
102304322,4331
102311861,23034
102293055,864
102296837,4361
102296744,58473
102298765,1992
102310691,1992
102289146,64816
102293095,64816
102292785,64816
102289455,64816
102308282,64816
102290158,64816
102303380,9369
102313560,114879
102298485,9716
102298357,1373
102313495,732
102307785,2273
102304662,2273
102314569,51507
102294323,2554
102307839,57210
102292721,57210
102312334,9921
102293863,55778
102298385,64429
102299265,57476
102311881,4719
102303941,4719
102297938,9821
102297033,9821
102299103,23071
102312964,211
102296256,330
102292927,11215
102302056,51071
102294213,11171
102289239,50619
102291151,51177
102296046,2730
102304640,30846
102305006,30846
102302435,55635
102305840,25901
102295968,58528
102304421,3298
102291176,51230
102312957,10062
102308981,1890
102292613,29781
102301570,11231
102302540,23633
102309960,7431
102288926,8635
102297064,3755
102306545,56895
102308070,4285
102301985,5583
102295203,3459
102291459,3459
102290202,3459
102302460,7444
102312470,5452
102288540,5452
102301368,65980
102307447,6642
102309243,9519
102309898,56938
102299859,56938
102312337,55334
102297724,286
102300863,286
102312490,51106
102311535,9135
102311713,23279
102304835,22807
102308630,2896
102288884,2896
102289199,2896
102293442,51306
102296775,57514
102298446,55166
102289974,6301
102301867,8498
102312473,7260
102297017,10908
102304389,8100
102299468,56052
102295321,55596
102312802,10061
102313337,54480
102291317,57554
102300482,2530
102301146,55236
102294653,9846
102304563,535
102308766,535
102292082,8554
102299542,8554
102290558,9497
102290413,9497
102308187,321
102306122,321
102311393,28990
102299704,25897
102302824,11345
102298328,11345
102289130,4653
102303524,4653
102293978,26751
102312647,84908
102309727,7414
102295228,7414
102306960,55789
102299772,23604
102293181,23604
102289435,8439
102313092,26228
102298418,7077
102310790,7077
102305695,5981
102305561,55773
102307205,8452
102294683,8452
102300862,9172
102288601,9172
102308672,5009
102306044,10858
102298587,10858
102311639,10858
102311781,26009
102309598,6570
102314329,9099
102296463,846
102290055,51121
102295675,2324
102293805,54888
102289647,54455
102307426,4238
102297785,84245
102306652,3224
102312689,175
102307395,55300
102289687,27430
102293515,7092
102299606,23644
102296617,7204
102304980,1462
102290179,1462
102299536,23517
102296928,1767
102291990,79567
102310676,79567
102301002,729
102306984,26064
102288551,11063
102301928,11284
102295039,54831
102290914,23035
102309192,54908
102301866,27067
102291036,54896
102299924,1497
102293676,65078
102293714,79142
102310056,1008
102305355,3631
102288851,3631
102294825,5874
102307871,5685
102289892,23026
102300478,55341
102311219,10039
102308444,3371
102306937,3371
102308970,140876
102295915,55775
102305243,84883
102311698,56918
102293621,55812
102292795,9440
102304129,54884
102298162,822
102313599,1175
102298323,8538
102302184,54165
102293555,23338
102310881,7546
102297656,54802
102310965,153
102312479,9820
102300326,1495
102294906,1495
102288802,54875
102312341,2042
102311603,3309
102312991,1829
102296004,1829
102296168,1829
102298791,1829
102289368,54960
102310930,8481
102311237,2824
102296303,51438
102309141,80243
102295235,22884
102292542,22884
102292845,64848
102307892,51606
102292574,5431
102292716,56204
102307053,7175
102305063,1356
102314106,23247
106633771,7504
102290065,57101
102308474,55841
102291205,395
102289366,395
102304472,27146
102294047,4134
102299437,57120
102302781,57646
102298557,9734
102306975,26262
102293935,57545
102304014,50484
102291595,168850
102305532,92017
102301162,55885
102300095,55173
102314196,51773
102307290,55187
102312582,10659
102310863,10659
102295924,23196
102314604,23518
102298144,1298
102314342,4254
102312533,4254
102291599,1161
102294039,11174
102310342,9563
102289991,8863
102298981,10911
102304008,55040
102303243,55040
102312599,4052
102292825,5954
102306842,5982
102299420,57492
102304499,81037
102293904,81037
102312126,23327
102289451,3074
102300550,79810
106633556,51528
102292472,27122
102305701,27122
102295137,7984
