28743_GENEID,9606_GENEID
107093584,7105
107093829,64102
107103665,8813
107098576,57147
107098575,55732
107083280,2268
107091589,2519
107084563,2729
107087502,4800
107088051,57185
107094121,22875
107100276,6405
107097502,6405
107083207,1080
107094117,54467
107102957,1595
107102953,889
107103962,5893
107090459,51056
107104135,4267
107092911,9957
107086520,26
107100773,51384
107100673,23072
107088926,8379
107092784,3927
107084801,3927
107093824,29916
107082171,4074
107089851,90293
107094667,56603
107101761,3382
107083973,79007
107082055,843
107098156,55471
107096122,10181
107082399,9108
107104697,381
107089245,381
107101448,381
107095005,23098
107094330,26073
107097559,23129
107090167,204
107085442,952
107099405,952
107099407,952
107084713,23028
107097501,10180
107089898,84254
107098828,5965
107085883,55610
107086141,126393
107093518,4706
107085884,5166
107086031,85413
107089325,51364
107092239,170302
107083228,7982
107089308,996
107085068,6521
107083080,6521
107105126,3052
107087778,1856
107088263,5976
107081659,8935
107096677,292
107097428,55013
107094617,55013
107084359,3207
107103550,5439
107098279,56919
107092912,4222
107096167,221981
107101284,221981
107089391,3980
107101282,79657
107099371,57019
107094228,56928
107085312,80256
107086013,5577
107095462,10943
107083428,1387
107095211,1387
107090346,9256
107102526,5444
107102544,5444
107104445,6936
107096303,54677
107096292,5244
107095902,55904
107083187,30812
107090322,30812
107093385,25998
107104580,23077
107104582,26224
107088300,26224
107093223,5164
107100497,3675
107093701,3920
107085864,51666
107083412,51573
107089708,9244
107087162,9244
107093040,9244
107093798,114881
107097736,114881
107084823,26022
107087784,51087
107093973,9020
107084720,9020
107089489,6833
107093538,10368
107086415,10368
107100214,54972
107090293,163
107103755,6863
107097447,64847
107084371,1750
107095004,4293
107099411,5898
107086224,55971
107097607,55971
107095910,80853
107096168,2115
107097965,55750
107097252,221
107091208,221
107083604,221
107084159,221
107087208,55001
107094611,57157
107082422,9855
107089465,10083
107100568,79017
107096287,10926
107083694,6915
107095314,3475
107101721,3475
107094772,56891
107096044,56891
107097439,56891
107103650,9569
107090378,54623
107085375,27072
107102466,9912
107098449,9912
107091752,60528
107091886,414
107094612,79602
107087134,151531
107094871,57787
107092288,57787
107090465,8842
107089168,8842
107093315,115098
107103572,5048
107090206,9703
107084195,9058
107095332,8522
107091774,8522
107091916,79090
107101117,4145
107092636,6329
107089315,6329
107102910,54879
107084407,5080
107093517,113000
107093971,64285
107083116,64285
107089549,55692
107102913,9254
107083046,8938
107089557,115939
107088932,9091
107101192,57585
107104026,7005
107101210,7005
107083897,55735
107099519,55735
107087821,29116
107092136,5689
107087839,3720
107102147,6792
107095772,6792
107100669,57172
107103852,57172
107092909,728642
107088191,65220
107082832,7021
107082878,83741
107092538,9265
107100498,9265
107096298,53616
107093281,6856
107091168,9043
107092787,10157
107082267,55200
107088503,51188
107081944,84954
107095232,4257
107082489,1407
107085871,1407
107101237,8993
107098150,4784
107095699,4784
107104713,6482
107081837,6482
107091485,6482
107081844,6482
107100129,6482
107081838,6482
107081836,6482
107098609,64386
