7897_GENEID,9606_GENEID
102365122,7105
102352417,8813
102353350,2268
102364174,2519
102364784,2729
102359569,4800
102347493,57185
102351069,22875
102360909,6405
102346483,1080
102346780,51056
102346461,9957
102354448,26
102346469,51384
102366741,23072
102350418,8379
102364517,29916
102346696,4074
102363255,90293
102357972,56603
102347547,3382
102349989,843
102363208,10181
102350800,9108
102350006,6542
102363723,23098
102362110,26073
102348292,84254
102360495,5965
102357293,55610
102349017,4706
102346664,85413
102362808,51364
102355503,170302
102348462,10165
102366785,7982
102358952,996
102357765,6521
102361996,3052
102356490,1856
102357771,8935
102357177,55013
102367100,56919
102352052,4222
102351612,221981
102348417,6296
102365756,81691
102361765,56928
102345082,80256
102362292,51226
102353826,5577
102350209,10943
102363820,1387
102361851,5444
102360758,6936
102357741,84058
102358502,5244
102349988,55904
102349690,57414
102345656,30812
102356912,25998
102347516,5164
102366429,7543
102362692,3920
102346067,51666
102361194,9244
102347054,26022
102351315,9020
102365463,6833
102349646,10368
102359326,64847
102364726,8913
102349709,1750
102350198,5898
102364075,80853
102363670,2115
102351095,55001
102365427,57157
102366393,10083
102345575,79017
102356028,10926
102347545,6915
102354706,3475
102367390,56891
102354553,56891
102360192,1352
102348700,54623
102351074,27072
102360982,85477
102346548,414
102349518,51265
102360380,10942
102366755,8842
102360933,115098
102358277,5048
102352047,79090
102345317,4145
102366443,6329
102367179,54879
102354300,5080
102366079,113000
102360096,64285
102355448,55692
102360958,115939
102365800,9091
102345495,57585
102352535,7005
102350901,29116
102366676,27035
102353099,1870
102365906,5689
102359319,6792
102345889,57172
102352033,7021
102351753,83741
102366279,9265
102352704,6856
102346305,1534
102360931,9043
102353181,10157
102366082,84954
102348781,4257
102346958,1407
102360627,8993
102345200,6482
102363599,6482
102359297,64386
102346103,5310
102365154,9862
102365816,23221
102357344,7095
102360559,6224
102345594,9690
102353084,5980
102346446,389434
102345085,80342
102356244,29954
102348447,9031
102345844,10048
102365483,83932
102362594,51603
102354211,8798
102354929,7384
102355171,83930
102350511,57467
102355549,80199
102350703,6540
102348043,3423
102349341,5646
102345227,5646
102347374,10233
