8081_GENEID,9606_GENEID
103471574,7105
103471538,64102
103466905,8813
103463568,57147
103463569,55732
103472309,2268
103458334,2519
103476996,2729
103467173,4800
103458847,57185
103461358,81887
103476246,22875
103464534,6405
103465510,6405
103465638,1080
103478353,54467
103472487,1595
103472488,889
103466058,5893
103460246,51056
103477319,4267
103482350,26
103482413,23072
103457167,8379
103481683,3927
103481845,29916
103478025,4074
103475825,90293
103480607,56603
103477697,3382
103473859,57679
103459939,843
103461648,8837
103457053,55471
103464543,10181
103470952,9108
103459372,381
103466027,381
103474539,23098
103474881,26073
103472972,204
103456801,952
103466669,2288
103459946,23028
103464535,10180
103476078,84254
103474137,84254
103459551,5965
103472247,55610
103478516,126393
103468581,4706
103460042,5166
103457535,85413
103464506,51364
103482444,170302
103465635,7982
103469031,996
103468898,6521
103481347,6521
103472245,799
103482232,3052
103480484,1856
103479258,5976
103463333,5976
103478579,8935
103475848,292
103472808,55013
103472189,3207
103460351,5439
103476077,56919
103481702,4222
103477695,221981
103471930,221981
103476283,3980
103459702,79657
103482130,81691
103466294,57019
103479793,56928
103469955,80256
103468199,51226
103466327,5577
103475945,10943
103469191,1387
103464091,1387
103466494,4353
103478537,5444
103478535,5444
103462782,6936
103470452,84058
103478127,54677
103482047,30812
103468868,30812
103478244,25998
103479333,26224
103461978,26224
103481842,5164
103481979,3675
103469022,3675
103471556,3920
103469027,3674
103472236,51666
103464417,51573
103463628,9244
103458489,9244
103468548,9244
103468128,114881
103481715,114881
103469335,26022
103480458,51087
103481612,9020
103468661,9020
103466172,6833
103468585,10368
103476383,163
103471941,6863
103482068,64847
103482071,8913
103472232,1750
103458299,4293
103456795,5898
103469254,55971
103459110,80853
103477680,2115
103481187,55750
103475651,221
103470338,221
103479006,221
103468263,55001
103459288,57157
103463964,9855
103466175,10083
103478774,79017
103478132,10926
103463442,6915
103463443,6915
103459474,3475
103457880,56891
103458242,56891
103461379,56891
103481650,1352
103476278,9569
103474168,54623
103456848,27072
103481739,9912
103468812,9912
103460575,60528
103461638,414
103459286,79602
103461687,151531
103476195,57787
103475165,57787
103471857,8842
103459863,8842
103463433,115098
103475636,5048
103474550,5048
103474193,9703
103475677,9058
103460570,8522
103481921,8522
103474516,79090
103464090,4145
103469033,6329
103464373,54879
103462857,5080
103468573,113000
103468706,64285
103464608,9254
103464512,9254
103468693,8938
103481067,115939
103469068,9091
103469099,57585
103467419,7005
103464705,7005
103464926,55735
103467684,55735
103472421,29116
103462812,5689
103472426,3720
103462031,6792
103463880,6792
103465465,57172
103467857,57172
103467010,728642
103467034,65220
103457285,7021
103457286,83741
103481978,9265
103469219,9265
103478135,53616
103459432,6856
103468130,1534
103468610,9043
103467124,1951
103465787,10157
103462635,51188
103463610,84954
103458968,4257
103466198,1407
103459142,1407
103474747,8993
103468322,4784
103468434,4784
103472020,6482
103472023,6482
103472017,6482
103472013,6482
103472018,6482
103472019,6482
103472133,6482
103472016,6482
103472015,6482
103465712,5310
103466034,23542
103481992,9862
103470504,23221
103477272,54497
103479796,7095
103467101,7812
103456896,9690
103458013,5980
103470979,10178
103466968,5081
103467229,10747
103457674,389434
103458498,29954
103457175,51534
103476073,51085
103474451,9031
103480053,10048
103467427,51513
103457256,83932
103463774,51603
103481175,8798
103468033,7756
103465066,7384
103480058,83930
103459078,928
103466662,928
103456574,57467
103478864,57467
