GENEID_9685,GENEID_9606
101085355,7105
101085104,64102
101098859,8813
101084081,57147
101085773,55732
101083781,2268
101095340,2519
101096568,2729
101098871,4800
101097744,90529
101097993,57185
101093008,81887
101089863,22875
101091515,6405
492308,1080
101084015,54467
101083499,1595
101083757,889
101087072,5893
768269,572
101086559,51056
102902569,4267
101096221,26
101090252,51384
101087721,23072
101086024,8379
101088284,3927
101083812,29916
101081373,55365
101098389,4074
101081528,90293
101100712,56603
101097468,3382
101084246,79007
101094869,57679
101085995,843
100142680,8837
101098813,7035
101101128,55471
101091263,10181
101080528,9108
101101305,6542
102899095,381
101100519,23098
101086355,26073
101082890,23129
101081398,204
101101308,952
101098306,2288
101096583,23028
101090677,10180
101091320,84254
101095906,5965
101093508,55610
101098270,126393
101101274,115703
101099010,4706
101092256,5166
101083592,85413
101094912,51364
101087982,340273
102899521,170302
101093259,10165
493671,7982
101091234,996
101099413,6521
101087825,799
101085440,3052
101094385,1856
101100937,64063
101096043,5976
101099869,8935
101082635,292
101086903,55013
101083501,3207
101083132,5439
101090659,56919
101095142,4222
101100458,221981
101097931,3980
101084550,79657
101082455,6296
101082030,81691
101085257,57019
101081277,56928
101089152,80256
101096858,51226
101081127,5577
101086287,10943
101094471,1387
101097358,9256
100142673,4353
101091522,5444
101080706,6936
101085114,84058
101096799,54677
493707,5244
109497287,5244
101084945,55904
101086025,57414
101090576,30812
101085211,25998
101086687,7748
101089233,23077
101085683,26224
101085940,3683
101100013,5164
101093156,3675
101094907,7543
100169945,3920
101100930,3674
101092013,51666
101085681,51573
101095323,55049
101095558,9244
101086268,114881
101095697,26022
101096272,51087
101083468,9020
101096101,6833
101098273,10368
101082517,54972
101084752,163
101095481,6863
101098424,10127
101084670,6376
101090155,64847
101098757,8913
101098186,51330
101098212,1750
101084717,4293
101091003,5898
101098023,55971
101091609,80853
101081531,2115
101092595,55750
101094525,55001
101089427,57157
101086525,10344
101096829,9855
101097416,10083
101087219,79017
101098126,10926
101089081,6915
101083070,3475
101091737,1352
101094811,9569
101097363,54623
101099788,27072
101086932,9912
101087182,60528
101101205,85477
101081194,414
101083743,8228
101083886,8735
105261153,8735
101085553,79602
101086198,51265
101084500,57787
101080885,8842
101085356,115098
101086271,90273
100135766,5048
101087020,4843
101085330,9703
101099847,9058
101084661,8522
101096189,79090
101099024,4145
101098098,974
101098669,6329
101097661,54879
101091266,8277
105260987,5080
101087032,113000
