9615_GENEID,9606_GENEID
480981,7105
480980,64102
477264,8813
480077,57147
611419,55732
487341,2268
484016,2519
609822,2729
474897,4800
612269,90529
100856104,57185
480941,81887
481823,22875
484763,6405
492302,1080
475226,54467
475225,1595
482299,889
477729,5893
483763,572
479081,51056
475536,26
612328,51384
475868,23072
609673,8379
608624,3927
480542,29916
475535,55365
477700,4074
492088,90293
483120,56603
475242,3382
489649,79007
100856109,57679
488471,8837
403921,7035
475725,55471
476618,10181
475612,9108
475614,6542
475206,381
491165,23098
491162,26073
476526,23129
478145,204
403756,952
477726,2288
478193,23028
608064,10180
611124,84254
486641,5965
475228,55610
484574,126393
484573,115703
479805,4706
482310,5166
475027,85413
476615,51364
482344,340273
608251,170302
610138,10165
475295,7982
490924,996
490939,6521
482306,799
480834,3052
489464,1856
490056,64063
476664,5976
482366,8935
492093,292
478513,55013
100683897,3207
100686835,5439
607226,56919
607271,4222
100686606,221981
491145,3980
477631,79657
608888,6296
479820,81691
478111,57019
485071,56928
474756,80256
491050,51226
475887,5577
491742,10943
479866,1387
491112,9256
609986,4353
483094,6936
475789,84058
482283,54677
482284,5244
475895,55904
489815,57414
490082,30812
481897,25998
476952,23077
485499,26224
489905,3683
491075,5164
491074,3675
100856749,7543
481037,3920
403789,3674
482309,51666
479827,51573
484818,9244
491045,114881
612961,26022
489467,51087
607876,3883
490991,3883
490989,3883
490926,9020
485402,6833
489967,10368
612353,54972
612355,54972
480605,163
475239,6863
490040,10127
487265,6376
491082,64847
491083,8913
610734,51330
482312,1750
490765,4293
475875,5898
479748,55971
482769,80853
475246,2115
482764,55750
610541,55001
483280,57157
448789,10344
486205,9855
610850,10083
611603,79017
475219,10926
482285,10926
485056,6915
611967,3475
482408,3475
489515,1352
489796,9569
476464,54623
475876,27072
489510,9912
489511,60528
475245,85477
491729,8228
489503,8735
477732,79602
608339,51265
484449,57787
488816,8842
476671,115098
484473,90273
612435,90273
480656,5048
403822,4843
489507,1770
480625,9703
491167,9058
608189,8522
612313,79090
611999,4145
609449,974
610754,6329
612836,54879
481083,8277
490085,113000
490101,64285
479898,55692
100688870,9254
479890,115939
490095,9091
100856642,57585
100855973,7005
403999,6401
612784,55735
403603,2328
488230,29116
492016,27035
100855664,1870
475040,5689
100685486,6853
478729,3720
491761,6792
490273,57172
489591,728642
489589,65220
403463,7021
481835,83741
100686697,9940
609100,9265
482286,53616
475889,6856
610631,1534
480557,9043
476635,1951
482429,10157
477717,55200
609586,51188
485040,84954
477683,4257
474528,1407
612209,8993
484920,4784
482050,6482
490046,64386
481183,23542
480529,9862
100856331,23221
483033,54497
609416,7095
475807,7812
482822,9690
481963,5980
612901,10178
487408,5081
487447,10747
476244,389434
478169,199870
480014,80342
480400,29954
612830,51534
489807,51085
479719,9031
478728,10048
481764,51513
488972,83932
480074,51603
490342,51603
477720,8798
608455,7384
483257,83930
611695,928
477715,9918
486725,25900
484439,2696
476596,51533
484736,56920
100855697,11188
100856645,23166
492194,3423
100686744,5646
490042,7752
403931,920
100856723,10233
492019,695
100688951,3077
482448,22955
475032,2534
484014,3097
403604,2326
478188,6924
100855579,11313
612304,11313
478229,1185
100688560,9902
489187,6534
612996,10867
490834,55727
485053,9546
100855916,54903
485570,51099
610921,3730
491087,54799
491088,51096
479760,54476
485097,5725
484535,8193
483796,9066
476652,23395
485399,5286
476446,5329
482401,54443
612946,58525
476682,58525
480734,23637
480734,2844
403904,1634
484437,54814
612199,5536
481393,23177
475734,8491
484577,27033
492223,2556
403437,672
612282,2067
476485,933
484762,7869
491771,51360
491874,4007
484787,4057
486091,2137
612928,9971
610377,60481
477753,240
486505,57658
480419,55148
490685,11183
611260,30845
100855613,5704
488779,23324
100855835,23324
610281,23324
488161,57709
490938,51629
100686783,9961
479783,9961
475542,51667
474981,5238
481901,112611
607430,1195
478866,1195
474531,55703
490800,23357
478042,9604
492250,1774
486745,1663
486680,9052
100685170,10046
483804,923
479079,10460
474999,23376
476025,23649
482077,23144
483745,823
485662,55
474614,4190
482117,10463
608700,10903
477792,1355
609790,10138
478023,10771
491867,7454
479611,1800
100683675,637
474700,9782
493990,64132
486105,81551
608096,23386
