8154_GENEID,9606_GENEID
113008282,7105
113008594,64102
113016171,55732
113014252,2268
113012487,2519
113034517,2729
113013047,4800
113014906,90529
113012479,57185
113016144,22875
113022288,6405
113032822,54467
113015323,889
113026931,5893
113024385,51056
113015886,4267
113029376,26
113009065,51384
113024498,8379
113020378,3927
113028129,3927
113028074,29916
113031612,4074
113031009,90293
113019230,56603
113032591,3382
113023523,79007
113008263,843
113007399,8837
113006897,55471
113022511,10181
113033712,9108
113023506,9108
113009531,381
113026895,381
113036015,23098
113036239,26073
113014456,204
113029252,952
113028814,952
113029291,952
113026851,2288
113012195,23028
113022287,10180
113036960,84254
113030656,84254
113014874,55610
113031877,126393
113014469,5166
113007027,85413
113022309,51364
113014079,10165
113026206,7982
113020096,996
113020352,6521
113014258,799
113029775,3052
113018738,1856
113037375,5976
113032712,8935
113030372,292
113024302,55013
113015292,3207
113021842,5439
113030655,56919
113031189,3980
113009236,79657
113025145,57019
113010494,56928
113033429,80256
113021330,51226
113026572,5577
113016415,10943
113020749,1387
113031860,5444
113032490,5444
113034215,84058
113031713,54677
113027658,30812
113020722,30812
113031522,25998
113008121,26224
113020962,26224
113028088,5164
113028545,3675
113020103,3675
113008432,3920
113014524,51666
113020754,51573
113023882,51573
113012580,9244
113021109,9244
113021312,114881
113020370,26022
113018710,51087
113028023,9020
113020453,9020
113021064,10368
113024426,10368
113025861,54972
113030513,163
113014626,6863
113027641,64847
113014553,1750
113029257,5898
113020858,55971
113028591,55971
113027126,55750
113010597,221
113033401,221
113036131,221
113030300,221
113009819,55001
113009200,57157
113015806,9855
113031711,10926
113006785,6915
113012780,56891
113012394,56891
113036680,56891
113007142,56891
113028171,1352
113030662,9569
113036720,54623
113029176,27072
113020643,9912
113020239,60528
113014743,85477
113007702,414
113008327,151531
113035819,57787
113030024,57787
113031151,8842
113024382,8842
113006842,115098
113035866,5048
113030479,5048
113031065,9058
113027708,8522
113036149,79090
113015711,4145
113021956,54879
113023818,5080
113021154,113000
113028622,64285
113022409,9254
113022305,9254
113020482,8938
113028503,115939
113020203,9091
113021000,57585
113022028,7005
113015921,6401
113022711,55735
113014241,29116
113024097,5689
113020320,6792
113015689,6792
113023084,57172
113013752,57172
113013358,728642
113013402,65220
113006915,7021
113007053,83741
113020815,9265
113028571,9265
113031708,53616
113021384,1534
113020922,9043
113027691,9043
113013134,1951
113026291,10157
113016686,84954
113017608,4257
113017608,4257
113020060,4257
113020060,4257
113008741,1407
113027085,1407
113036806,8993
113021438,4784
113024049,4784
113015435,6482
113014532,6482
113017803,6482
113026904,23542
113028531,9862
113033187,23221
113029129,9690
113037594,5980
113013305,10747
113006369,389434
113013057,80342
113012143,29954
113006726,51534
113030508,51085
113010232,10048
113012940,51513
113016746,51603
113027139,8798
113024022,7756
113020894,7756
113022844,7384
113010484,83930
113008580,928
113026840,928
113029040,57467
113009935,57467
113014763,25900
113013050,56920
113022145,11188
113008732,6540
113026469,6540
113033148,3423
113032423,5646
113032525,5646
113008674,695
113031524,22955
113012164,2534
113037118,2534
113006528,3097
113014628,6924
113014659,11313
113012911,1185
113020395,9902
113008957,10867
113027113,10867
113011889,55727
113006571,9546
113031212,54903
113014592,51099
113032056,51099
113009505,3730
113007784,3730
113024526,26993
113020128,54799
113027786,54799
113020123,51096
113036315,8193
113022011,9066
113031939,23395
113026393,5286
113014803,54443
113023697,58525
113021278,58525
113025903,23637
113025903,2844
113009045,1634
113035947,54814
113036390,5536
113034967,23177
113030078,2556
113008385,2067
113013993,7869
113029312,51360
113009913,4057
113026967,9971
113034539,60481
113035290,240
113022595,57658
113013127,57658
113006519,55148
113011890,55148
113037378,30845
113032308,5704
113018788,23324
113012313,57709
113012654,5010
113029662,5010
113007019,5238
113026954,55703
113012095,23357
113009069,9604
113030666,9604
113009710,9604
113013686,1774
113021206,50865
113021215,9052
113006532,23376
113006863,23649
113009004,23144
113018945,823
113034741,4190
113024733,4190
113008831,10463
113031693,10903
113035339,1355
113026515,10138
113009167,10138
113011247,10771
113021557,1800
113034086,29881
113021005,64132
113006733,81551
113025257,23386
113033175,3670
113013280,55349
113007016,53832
113022687,55830
113031660,27032
113008922,3479
113010917,10928
113009515,1272
113026516,1272
113007779,8540
113011194,477
113019663,147948
113019465,147948
113008124,8685
113021998,1591
113036206,972
113026875,3082
113009437,3082
113028288,54764
113034917,54764
113014158,23154
113033493,25960
113013895,55734
113013123,23034
113035412,864
113036275,4361
113018350,1992
113018349,1992
113035333,64816
113024447,64816
113024448,64816
113027059,114879
113011821,9716
113007386,1373
113011200,732
113030824,2273
113008103,2273
113021971,51507
113030789,2554
113014190,57210
113033706,9921
113012749,55778
113028372,64429
113015993,4719
113007550,4719
113010402,9821
113031676,23071
113030168,330
113007545,11215
113011910,6617
113009228,51071
113037256,11171
113013851,50619
113014713,51177
113016761,2730
113035878,30846
113036439,30846
113009635,55635
113016238,25901
113031600,58528
113006428,3298
113022878,51230
113018656,10062
113009299,29781
113010898,7431
113023894,8635
113013759,3755
113036401,4285
113012224,5583
113036971,3459
113035508,3459
113010311,3459
113032030,11285
113035239,7444
113009118,55591
113014734,5452
113032458,65980
113026420,6642
113007121,9519
113018387,56938
113009030,56938
113009030,56938
113018387,56938
113026964,56938
113012385,55334
113025917,286
113011983,51106
113030245,9135
113017442,3149
113017701,3149
113024984,23279
113008087,22807
113014997,2896
113028024,2896
113014219,2896
113014220,2896
113030658,51306
113021205,55166
113013584,6301
113010473,8498
113023898,10908
113034070,55596
113029196,10061
113029195,54480
113037144,2530
113024144,55236
113036278,9846
113020426,535
113027748,535
113019428,8554
113026718,8554
113026621,321
113014162,28990
113032696,25897
113027204,11345
113010955,4653
113016440,4653
113015540,26751
113025811,84908
113028360,7414
113032803,55789
113026757,23604
113029019,8439
113028231,7077
113020696,7077
113024158,5981
113037313,55773
113036190,8452
113010500,8452
113023901,9172
113007308,5009
113037513,10858
113037511,10858
113037514,10858
113034248,6570
113036963,9099
113030231,846
113034576,51121
113034927,2324
113015056,54888
113030522,4238
113023800,84245
113022607,4234
113013768,3224
113030878,175
113023680,55300
113030264,27430
113024390,7092
113025192,1462
113021062,23274
113025594,23517
113026258,79567
113023155,79567
113025829,26064
113035828,11284
113022777,23035
113028956,27067
113012862,54896
113008572,1497
113033459,65078
113018702,79142
113029359,1008
113026065,5874
113018836,5685
113022506,10039
113025456,3371
113033543,3371
113022162,140876
113026323,55775
113034765,84883
113012622,55812
113036467,9440
113020372,54884
113018716,822
113018721,822
113018721,822
113018716,822
113036232,1175
113036851,8538
113010644,54165
113031158,23338
113008254,7546
113031036,3937
113014452,54802
113019401,153
113008444,2042
113025679,3309
113025681,3309
113009371,1829
113009077,1829
113010410,1829
113007279,2824
113013820,51438
113028744,22884
113010445,51606
113032623,5431
113025142,56204
113009037,1356
113028527,23247
113031610,84062
113007863,7504
113027159,57102
113015753,55841
113008227,395
113037241,57120
113030422,57646
113032800,9734
113034706,26262
113015023,50484
113008877,168850
113028629,92017
113008888,55885
113006746,55173
113026547,10659
113023027,23196
113008905,4254
113033787,1161
113022295,9563
113022682,9341
113023838,55040
113012900,5982
113006606,57492
113031825,81037
113015039,81037
113025627,23327
113025495,3074
113025524,79810
113035438,340533
113011944,51528
113022568,27122
113025172,27122
113031611,7984
113015002,9603
113029174,63933
113013351,51474
113013257,25875
113022577,9498
113036079,5601
113026249,9564
113007532,84067
113025068,9709
113010015,9454
113006507,5888
113024145,10721
113035800,5291
113022221,1535
113032196,84321
113006663,23593
113035546,23593
113012841,80143
113035250,23223
113024389,6307
113018169,55761
113026655,60529
113022075,60529
113030673,23105
113006987,1112
113037345,728464
113025080,8574
113012875,8574
113022359,51154
113018514,55850
113016568,55850
113009046,83714
113011966,55745
113016694,29945
113032187,9967
113014549,9967
113026011,29085
113033566,954
113026008,954
113034910,23596
113008109,5798
113013488,23095
113009134,25771
113012980,10079
113013527,140689
113035888,23201
113036513,84957
113013121,26099
113022463,26099
113029374,3757
113029646,8454
113030908,10827
113034316,26999
113037173,23118
113037373,116254
113020695,57602
113010887,55283
113035126,114800
113037326,23369
113028151,84545
113033853,10886
113008815,112885
113025905,54542
113015879,8908
113015736,6646
113009586,5318
113015533,2155
113015535,2155
113008660,2665
113031567,9474
113009327,57458
113015030,57095
113028251,57504
113016838,8975
113009367,23200
113010198,3918
113031921,5218
113022521,29927
113022845,29927
113026808,5923
113024911,5923
113033197,816
113025256,816
113028220,55718
113022133,493
113034223,55781
113009988,54432
113009986,55706
113008306,1608
113020484,64718
113027105,6916
113027103,6916
113027102,64761
113035413,5832
113028390,5832
113033379,4084
113026555,5128
113026093,548645
113032504,6515
113028038,5662
113014429,9150
113014324,55359
113032335,55359
113026928,65125
113016930,84699
113031914,55650
113014322,10076
113031390,10076
113014487,9410
113023756,79832
113022579,51660
113023468,30
113009740,586
113022715,51564
113033485,11178
113033151,93166
113034377,7478
113034659,10787
113026479,60488
113024249,2983
113025848,6433
113035138,1001
113022875,416
113011071,416
113025258,416
113030623,84649
113013252,1431
113027243,64951
113022627,63916
113027962,23063
113034818,23063
113030764,81671
113035914,10513
113030167,124925
113022718,1975
113031460,56848
113010962,770
113031787,79763
113032282,11338
113032146,29924
113015168,29924
113017658,8776
113008907,2817
113009965,2817
113011844,57143
113020845,3029
113024378,22998
113009333,55726
113008663,51768
113021412,1747
113028546,1747
113036104,53340
113014023,8839
113033570,58524
113019366,4804
113036102,50937
113031636,6873
113008954,23534
113016099,8625
113016647,54929
113024533,9170
113017606,9170
113021846,5476
113033758,6558
113025202,6558
113025809,28966
113021973,2139
113034003,9627
113013635,11218
113020260,53339
113009713,55711
113016703,22904
113007919,5378
113016818,10362
113020914,9351
113013061,2773
113015986,3843
113028291,4942
113007722,10885
113009982,5586
113016371,57418
113006767,9697
113021247,9423
113023995,9423
113027704,9340
113009113,55388
113013335,1606
113022626,1606
113013517,2065
113022633,3735
113013309,55633
113013857,23013
113020240,6416
113011781,55248
