74533_GENEID,9606_GENEID
102959327,7105
102958865,64102
102964404,8813
102952132,57147
102966326,55732
102956263,2268
102970391,2519
102949666,2729
102952363,4800
102961106,90529
102960638,57185
102957260,81887
102971993,22875
102961691,6405
102956215,1080
102952602,54467
102954144,1595
102953067,889
102956027,572
102961625,51056
102955637,26
102959880,51384
102968812,23072
102957121,3927
102971313,29916
102954287,55365
102962749,4074
102969604,90293
102959380,56603
102961913,3382
102969500,79007
102960190,57679
102962753,843
102963219,8837
102967553,7035
102949586,55471
102961221,10181
102964903,9108
102965383,6542
102964366,381
102949365,23098
102948497,26073
102948477,204
102955186,952
102965546,2288
102952813,23028
102959600,10180
102962489,84254
102966461,5965
102948680,55610
102962608,115703
102969030,5166
102951784,5166
102959928,85413
102967333,51364
102970343,340273
102964778,10165
102953907,7982
102963392,996
102961544,6521
102972988,799
102965890,3052
102967723,1856
102972099,5976
102952418,8935
102972215,292
102965183,55013
102957080,3207
102969622,4222
102961356,221981
102965366,3980
102965905,79657
102968571,6296
102967605,81691
102966762,57019
102956626,80256
102956862,51226
102961309,5577
102971509,10943
102968704,1387
102952735,9256
102973033,4353
102969909,5444
102972083,6936
102963286,84058
102972245,54677
102972907,5244
102949117,55904
102971435,57414
102963403,25998
102972230,23077
102968221,26224
102951540,3683
102963206,5164
102966946,3675
102966559,7543
102972956,7543
102951724,3674
102969328,51666
102967328,51573
107180205,55049
102967743,26022
102950908,3883
102950013,3883
102950601,3883
102964388,9020
102967889,6833
102957309,10368
102961642,163
102967560,6863
102967533,10127
102968976,64847
102969277,8913
102964205,1750
102948678,4293
102961464,5898
102966255,55971
102952247,80853
102953906,2115
102961797,55750
102969525,221
102968477,57157
102965836,10344
102950477,9855
102972365,10083
102972301,79017
102970779,10926
102949134,3475
102968248,1352
102961445,9569
102966527,54623
102962595,27072
102955727,85477
102960192,414
102956586,8228
102967227,8735
102957726,79602
102957412,51265
102962191,8842
102960552,115098
102952171,90273
102954050,5048
102950049,4843
102950537,9703
102949661,9058
102968869,8522
102970670,79090
102954292,974
102954762,6329
102961734,54879
102968622,8277
102967783,5080
102949061,113000
102969405,55692
102967999,9254
102965587,115939
102952484,9091
102970247,7005
102951549,6401
102958999,55735
102971622,2328
102960086,29116
102971358,27035
102973035,5689
102959502,3720
102959973,6792
102966233,57172
102949846,728642
102959257,65220
102956436,7021
102956149,83741
102952350,9940
102970297,53616
102960440,6856
102965412,1534
102967616,9043
