158456_GENEID,9606_GENEID
114864315,7105
114864788,64102
114859335,8813
114854199,57147
114854198,55732
114865774,2268
114848666,2519
114870848,2729
114859428,4800
114866249,90529
114848845,57185
114859293,81887
114851091,22875
114855553,6405
114855630,6405
114857513,1080
114842693,54467
114866236,1595
114866235,889
114857966,5893
114853876,51056
114848751,4267
114864650,9957
114854500,26
114862762,51384
114853765,23072
114854146,8379
114860377,3927
114845938,3927
114845331,29916
114842953,4074
114869410,90293
114846262,56603
114843248,3382
114852109,79007
114851172,57679
114847689,843
114847049,8837
114849992,55471
114855870,10181
114864226,9108
114851417,9108
114857495,381
114862403,381
114867650,23098
114867829,26073
114858666,23129
114865462,204
114853868,952
114854305,952
114854614,952
114854615,952
114857715,2288
114848220,23028
114855721,10180
114869168,84254
114868070,84254
114861324,5965
114865728,55610
114843397,126393
114860852,4706
114865796,5166
114849288,85413
114855726,51364
114854508,170302
114857524,7982
114860655,996
114859884,6521
114846061,6521
114865750,799
114853894,3052
114850734,1856
114844823,5976
114853352,5976
114843546,8935
114864615,292
114870034,292
114869389,292
114857109,55013
114865818,3207
114855644,5439
114869030,56919
114846507,4222
114865314,221981
114843479,221981
114869519,3980
114861855,79657
114855580,81691
114857370,57019
114844888,56928
114863263,80256
114860579,51226
114857744,5577
114848871,10943
114851074,1387
114861050,1387
114857330,4353
114842472,5444
114842471,5444
114852799,6936
114862961,84058
114842423,54677
114842415,5244
114861452,55904
114846558,30812
114846041,30812
114860729,30812
114843167,25998
114847386,23077
114847390,26224
114852492,26224
114859821,5164
114845367,3675
114860765,3675
114863887,3920
114865786,51666
114851866,51573
114860927,51573
114860172,9244
114848454,9244
114852930,9244
114845754,114881
114860664,114881
114860772,26022
114843126,51087
114860603,9020
114845633,9020
114857693,6833
114852813,10368
114860834,10368
114867226,54972
114869082,163
114865916,6863
114845437,64847
114845414,8913
114865829,1750
114848375,4293
114853079,5898
114845496,55971
114859811,55971
114862441,80853
114843267,2115
114856952,55750
114844019,221
114862192,221
114869740,221
114867671,221
114853327,55001
114853767,9855
114857694,10083
114843344,10926
