GENEID_10160,GENEID_9606
101560952,7105
101560159,64102
101584031,8813
101575329,8813
101573621,57147
101569691,2268
101562159,2519
101567172,2729
101572438,57185
101592645,81887
101562111,22875
101583571,6405
101560972,1080
101564297,54467
101565609,1595
101564696,889
101592809,5893
101562367,51056
105742408,51056
101576273,9957
101576996,26
101569300,51384
101572908,23072
101589902,8379
101579706,3927
101585452,29916
101562198,4074
101575547,90293
101591265,56603
101567971,57679
101568234,8837
101578597,55471
101589089,10181
101583415,9108
101581940,6542
101590016,381
101575195,23098
101576376,26073
101591317,204
101574378,2288
101580652,23028
101567513,84254
101572951,5965
101578136,126393
101580424,4706
101569103,4706
101587815,5166
101587485,51364
101565353,170302
101562423,7982
101580850,996
101568810,799
101569477,3052
101573098,1856
101562045,5976
101582559,292
101582252,3207
101579535,5439
101581314,56919
101589948,4222
101591400,3980
101569136,57019
101588357,56928
101568819,80256
101572016,51226
101570962,10943
101574202,1387
101561491,4353
101590196,5444
101569869,84058
101571217,54677
101568433,5244
101579908,30812
101588164,26224
101592549,5164
101588215,51666
101571823,51573
101578239,55049
101577836,9244
101588242,26022
101576389,51087
101567488,3883
101566433,9020
101589422,6833
101570294,10368
101583089,6863
101580829,10127
101569526,6376
101576767,64847
101580889,8913
101583464,51330
101587029,1750
101566077,4293
101565335,5898
101561773,55971
101565584,80853
101582377,2115
101592113,221
101571811,55001
101569501,57157
101590091,10083
101560805,79017
101564449,10926
101589667,6915
101578973,3475
101565605,9912
101580153,85477
101564627,79602
101587541,151531
105741733,10942
101588189,57787
101568259,115098
105743969,90273
101568040,5048
101570683,9703
101573343,9058
101580993,8522
101561088,79090
101590327,4145
101560304,6329
101584764,8277
101562745,5080
101581100,113000
101593140,64285
101585381,9254
101577114,8938
101569164,115939
101586062,9091
101573551,57585
101569938,2328
101591068,29116
101562806,27035
101578012,1870
101591484,5689
101562316,6853
101562330,6792
101569399,57172
101580574,7021
101579392,83741
101580363,6856
101583759,1534
101578255,9043
101561571,1951
101583211,10157
101593146,55200
101566606,51188
101564188,84954
101564497,1407
101589368,8993
101572826,4784
101575385,6482
101589098,64386
101562151,5310
101580563,23542
101589800,9862
101572383,23221
101576985,54497
101569246,6224
101591973,7812
101575793,9690
101592071,5980
101581003,10178
101571091,5081
101587164,389434
101570196,80342
101565821,29954
101592635,51534
101565742,51085
101570235,9031
101562006,10048
101569521,83932
101566621,51603
101586259,7756
101560783,7384
101567583,83930
101577521,928
101592602,57467
101575261,9918
101591741,2696
101577427,51533
101587809,56920
101586771,11188
101591108,80199
101564455,6540
101566638,3423
101587133,7752
101564926,10233
101583437,3077
101567993,22955
101559645,3097
101569148,2326
101563432,6924
101575727,11313
101577217,1185
101582554,9902
101573437,6534
101570814,10867
101590720,9546
101562571,54903
101560787,51099
101574636,3730
101561910,26993
101574382,51096
101581116,54476
101590481,54902
101570000,5725
101588638,8193
101565548,23395
101580362,5286
101562306,58525
101578046,23637
101578046,2844
101574955,1634
101582813,54814
101579007,5536
101565175,8491
101580247,7305
101579933,2556
101586339,2067
101584983,7869
101578888,51360
101586497,4007
101570190,4057
101589914,2137
101562759,9971
101560039,60481
101570040,57658
101569236,55148
101584354,30845
101583263,5704
101573064,57709
101573460,5010
101583356,51667
101572220,5238
101571157,112611
101575739,55703
101575359,23357
101579653,9604
101586899,1663
101588161,50865
101587758,9052
101586500,923
101574459,23376
101569152,23649
101588652,23144
101570746,823
101578703,55
101569093,4190
101586038,1355
101592443,440193
101580592,1800
101569550,9782
101582163,29881
101577986,64132
101583091,81551
101577685,23386
101570382,3670
101571446,55349
101584116,53832
101578689,22802
101578289,22802
101580284,55830
101576616,55830
101580938,27032
101569904,3479
101564802,10928
101571994,22902
101579330,1272
101565926,6556
101583543,25937
101579311,8540
101566960,63932
101559665,63932
101563311,477
101581098,55622
101573140,56981
101572738,57586
101571102,3082
101579092,54764
101567541,23154
101560243,25960
101569884,55734
101580393,4331
101574033,23034
101570572,864
101577104,58473
101587653,1992
101576638,64816
101584297,11136
101583921,11136
101570616,6683
101567130,9369
101576979,114879
101570752,9716
101576837,2273
101563814,51507
101588319,2554
101560643,57210
101564075,9921
101591641,64429
101574140,57476
101587211,6050
101567291,4719
101578084,23071
101568741,211
101592230,330
101577087,11215
101583182,51022
101591446,51071
101562786,11171
101586840,1244
101571110,50619
101592669,51177
101588245,2730
101570515,30846
101579841,55635
101571517,25901
101569980,51230
101590933,10062
101568102,1890
101576706,29781
101577017,10953
