GENEID_10020,GENEID_9606
105999936,7105
105999919,64102
105991634,8813
105999534,2268
105993668,2519
105987708,2729
105987837,4800
105998909,90529
106000130,57185
105999327,81887
105987755,22875
105994623,6405
105988326,1080
105992935,54467
105992922,1595
105992921,1595
105992938,889
105991110,5893
105989249,572
105980297,51056
105980225,9957
105993860,26
105988365,51384
105998322,23072
105990846,8379
106003169,3927
106003002,29916
105993867,55365
105991132,4074
105988295,90293
106000501,56603
105988308,3382
105984643,57679
105996471,7035
105983553,55471
105994578,10181
105993599,9108
105991801,6542
106002278,381
105985760,23098
105985863,26073
105981241,23129
106001206,204
105988805,204
105980338,952
105991052,2288
105997903,23028
105994591,10180
105983323,84254
105992274,5965
105992951,55610
105993129,126393
105993123,115703
105981818,4706
106000590,5166
105994559,51364
105991351,340273
105993264,170302
106000577,10165
105988386,7982
105998541,996
105997573,6521
105992927,799
105997664,3052
105983459,1856
105981887,64063
105994690,5976
105991759,8935
105988303,292
105991151,55013
105991731,3207
105997346,5439
105997543,4222
105988346,221981
105983220,3980
105987451,79657
105981806,6296
105994479,57019
105990447,56928
105993430,80256
106001871,51226
105999647,5577
105997684,10943
105981875,1387
105983342,9256
105983334,4353
106000583,5444
105999586,6936
105999567,84058
105992949,54677
105992956,5244
105997302,57414
105981928,30812
105997761,25998
105980304,23077
105980725,26224
105982178,3683
106001783,5164
106003202,3675
105986999,3920
105997503,3674
106000585,51666
105982228,51573
106002178,9244
105980089,114881
105985733,26022
105983291,51087
106002471,3883
106002459,3883
106002482,3883
105997576,9020
105999175,6833
105982063,10368
105995286,54972
105983457,163
105988368,6863
105981968,10127
105994428,6376
106003210,64847
106001938,8913
106000576,1750
105986666,4293
105998338,5898
105990888,55971
105989466,80853
105991373,2115
105989536,55750
105989163,221
105990019,55001
106000082,57157
105999189,10083
105999985,79017
105992939,10926
105991397,3475
105983199,1352
105998478,9569
106002253,54623
105998318,27072
105983207,9912
105983270,60528
105991366,85477
105983326,8735
105996729,51265
105996493,151531
105998031,57787
105980130,8842
105994749,115098
105985804,5048
105985658,4843
105983332,1770
105985779,9703
105985820,9058
105983262,8522
105998049,79090
105990263,4145
105998123,1087
105998538,974
105998523,6329
105991931,54879
106000111,8277
105988081,5080
105982030,113000
105982149,55692
105994618,9254
105981921,8938
105981920,115939
105982116,9091
105981914,57585
105995752,7005
