9925_GENEID,9606_GENEID
102169264,7105
102168984,64102
102169113,8813
102171534,57147
102171998,55732
102177575,2268
102179566,2519
102180090,2729
102187277,4800
102177944,90529
102177482,57185
102177041,81887
102182739,22875
102174785,6405
102179446,1080
102178594,54467
102177400,1595
102177682,889
102185070,5893
102189930,572
102190033,51056
102180751,4267
102169088,9957
102177774,26
102191205,51384
102177590,23072
102170846,8379
102177372,3927
102169901,29916
102191043,55365
102175838,4074
102169462,90293
108634472,90293
102187233,56603
102170848,3382
102172771,57679
100860786,8837
102185317,7035
102173576,55471
102175067,10181
102170298,9108
102170023,6542
102171300,381
102191266,23098
102190727,26073
108637771,26073
108638641,23129
102182002,204
102172881,952
102171413,2288
102185879,23028
102175339,10180
102188251,84254
102190590,5965
102181358,55610
102172571,126393
102173117,115703
102170842,4706
102190015,5166
102177630,85413
102176178,51364
102191582,340273
106503844,170302
102190577,10165
102180562,7982
102170548,996
102187078,6521
102184585,799
102172983,3052
102188083,1856
102174794,64063
102189849,5976
102172866,8935
102173075,292
102171316,55013
102172033,3207
102170728,56919
102176358,4222
102186179,221981
102173499,3980
102188290,79657
102185052,6296
102184112,81691
102169505,57019
102184242,56928
102175764,80256
102171008,51226
102174359,5577
102172250,10943
102187824,1387
102187525,9256
102185772,4353
102189091,5444
102178081,6936
102174034,84058
102178596,54677
102171298,5244
102169548,55904
102173907,57414
102176754,30812
102173301,25998
102174824,7748
102175108,7748
106503154,7748
102189337,7748
102190428,23077
102184351,26224
102172115,3683
102185217,5164
102185499,3675
108634720,7543
102181669,7543
102189841,3920
102183451,3674
102189731,51666
102177211,51573
102169273,55049
102190951,9244
102172096,114881
102176912,26022
102189158,51087
102176457,3883
102179881,3883
100861381,3883
102189617,9020
102185675,6833
102172403,10368
102189465,54972
102172093,163
102185655,163
102191397,6863
102179828,10127
102181427,64847
102187163,8913
102177022,51330
102184493,1750
102180599,4293
102189928,5898
102173150,55971
102178793,80853
102175267,2115
102176096,55750
102187367,55001
102186553,57157
102173357,10344
102190014,9855
106502887,10083
102187188,79017
102175548,10926
102177975,6915
102186180,3475
102189615,56891
102184087,56891
106503912,56891
108638256,56891
102187672,56891
102176914,1352
102176579,9569
102190489,27072
102176072,9912
102176360,60528
102187022,85477
102181292,414
102168524,8228
102173644,79602
102175287,51265
100861371,151531
102187523,57787
102173725,8842
102172530,115098
102181532,5048
100860742,4843
102175517,1770
102188167,9703
102186902,9058
102179699,8522
