GENEID_43346,GENEID_9606
104996727,7105
104985087,8813
104986235,57147
104986236,55732
104981176,2268
104997029,2519
104994875,2729
105005259,4800
104981120,90529
104981121,57185
105005184,22875
104997189,6405
104981947,1080
104988464,54467
104988467,1595
104988465,889
104992242,5893
104987190,572
105003184,51056
104987233,51384
104980388,23072
104998637,8379
104990552,3927
104990579,29916
105001110,55365
104995471,4074
104979849,90293
104980921,56603
104988412,3382
105003662,57679
105003652,8837
105002882,7035
104987582,55471
104997191,10181
105001961,9108
105001921,6542
105004159,23098
105003963,26073
104986397,204
105001132,952
104992232,2288
104981096,23028
104997192,10180
104994011,84254
105000207,5965
104988450,55610
104995256,126393
104995423,115703
104988430,5166
105000651,85413
104997176,51364
104995098,340273
104988428,10165
104981943,7982
104982943,996
104982989,6521
104988449,799
104994043,1856
104988963,64063
104993896,5976
104999785,8935
105002104,55013
104999808,3207
104993978,56919
104983006,4222
104992520,221981
105004000,3980
104986832,79657
104986546,6296
104986543,81691
105004302,57019
104979880,56928
104993022,80256
104990575,51226
104989731,5577
104988985,1387
105004105,4353
104988436,5444
105005108,6936
104980891,84058
105002499,54677
104989687,55904
104998919,57414
105004205,25998
104999578,23077
104999568,26224
104986661,3683
104990611,5164
104990610,3675
105000993,7543
104982793,3920
104982983,3674
104988433,51666
104986527,51573
104993902,9244
104990828,114881
105003991,26022
104990473,3883
104982962,9020
104981430,6833
104986586,10368
104988342,54972
105004013,163
104988422,6863
104988899,10127
105004306,6376
104990627,64847
104990628,8913
104988479,1750
104993427,4293
104980401,5898
104992760,55971
104999453,80853
105004513,2115
104999455,55750
104993790,55001
104994505,57157
104998917,10344
104981429,10083
104980527,79017
104987949,10926
104979663,6915
104981921,3475
105004162,56891
104990706,1352
104998895,9569
104995451,54623
104980404,27072
104990872,9912
104990870,60528
105004508,85477
104981013,8228
104990877,8735
104992249,79602
104991860,51265
105002412,151531
104997778,57787
105001198,8842
104992688,115098
105003882,5048
105003971,4843
104990711,1770
105004157,9703
105003958,9058
104990878,8522
104997690,79090
104979897,4145
105000495,974
105000611,6329
104981619,54879
104982442,5080
104985239,113000
105001259,64285
105001278,55692
104997282,9254
104986159,8938
104986148,115939
104996917,57585
104986233,6401
104995887,55735
104995067,29116
104981106,1870
104994848,5689
104995089,3720
104986328,57172
104995932,728642
104995930,65220
105005151,7021
105005152,83741
104985368,9940
104992792,9265
104999766,53616
105001087,6856
105000615,1534
104990637,9043
104997234,1951
104987236,10157
104992203,55200
104985328,51188
104979686,84954
105002207,4257
104998289,1407
104997715,8993
104999839,4784
104984848,6482
104990518,9862
104992558,23221
104987591,54497
104985183,7095
104987877,6224
104981580,7812
104980585,9690
105000643,5980
104998751,10178
104981048,5081
104995849,10747
104989207,389434
104981258,199870
104986332,80342
104991779,29954
104997022,51534
104998909,51085
104998954,9031
104995087,10048
105003383,83932
104997370,51603
104992342,8798
105003986,7756
104997238,7384
104989721,83930
104992204,928
104985322,57467
104992197,9918
104992335,25900
104997781,2696
104997138,51533
104997272,56920
104995734,80199
104992351,6540
104999663,3423
104999415,5646
104993468,7752
104988892,7752
104992179,920
104992172,10233
104991098,3077
105004905,22955
105000638,2534
104997024,3097
104997235,2326
104981239,6924
104981109,11313
104995834,1185
105000616,9902
104996313,6534
104992224,10867
104985828,55727
104979894,9546
105004108,54903
104990168,51099
104981021,3730
104984307,26993
104990643,54799
104990644,51096
104992780,54476
104990688,54902
104991908,5725
104995434,8193
104998731,9066
105004713,23395
104981436,5286
104997657,5329
104981899,54443
104984305,58525
104991521,23637
104991521,2844
104982631,1634
104997709,54814
104997718,5536
105005351,23177
104999937,8491
104995251,27033
104995265,7305
104986551,57146
104990403,672
104997697,2067
104995234,933
104997184,7869
105004698,4057
104988830,2137
104982249,9971
104992399,60481
104999056,240
105001591,57658
104985827,55148
104990254,11183
104992415,30845
104995353,5704
104994294,23324
104999077,23324
104999084,23324
104985191,57709
104982985,51629
104986646,9961
105001098,51667
105004209,5238
105004210,112611
105003645,1195
104998295,55703
104991776,23357
104996245,9604
104992234,1663
105002180,50865
105002178,9052
104988341,923
104983779,10460
104984798,23376
104987223,23649
104987221,823
104988296,55
105005335,4190
105002309,10463
104987684,10903
105002727,1355
104986020,10771
104991462,1800
104992258,637
104980376,29881
104990841,64132
104988722,81551
104980377,23386
104997265,55349
104991668,53832
105003280,1179
105003281,22802
104997129,55830
104984980,27032
104998318,3479
104997922,92745
105002485,10928
104987967,22902
105003544,1272
105003764,6556
105001744,25937
