GENEID_205130,GENEID_9606
113144698,64102
113145656,8813
113129414,57147
113129412,55732
113125898,2268
113131129,2519
113131526,2729
113132029,57185
113127435,22875
113133539,1080
113122146,54467
113126772,889
113132695,5893
113128311,51056
113127264,4267
113121567,26
113142387,51384
113127843,8379
113140656,3927
113136019,3927
113135510,29916
113136598,4074
113143317,90293
113125290,56603
113136521,3382
113138248,79007
113127297,57679
113123942,843
113124051,8837
113137658,55471
113144914,9108
113128782,9108
113133207,381
113141845,381
113124492,23098
113125456,26073
113145233,23129
113121744,952
113133350,2288
113141972,5965
113126083,55610
113122273,126393
113141052,4706
113125958,5166
113136983,85413
113121349,170302
113133543,7982
113141366,996
113141210,6521
113135591,6521
113121466,3052
113125451,1856
113139713,5976
113134026,5976
113122622,8935
113143126,292
113127912,55013
113126227,3207
113130042,5439
113143423,56919
113142772,3980
113142318,79657
113127838,81691
113134830,56928
113138680,80256
113141278,51226
113127548,10943
113127731,1387
113140295,1387
113122121,5444
113122029,5444
113122076,6936
113138926,84058
113136191,54677
113141295,30812
113135857,30812
113122317,25998
113137868,26224
113141236,5164
113135181,5164
113141616,3675
113143993,3920
113140456,3674
113128712,51573
113140733,51573
113137244,9244
113129541,9244
113141449,114881
113140835,26022
113123640,51087
113141430,9020
113133220,6833
113141013,10368
113128387,10368
113142637,163
113126534,6863
113126104,1750
113121375,5898
113136016,55971
113122804,221
113138562,221
113134853,221
113142789,221
113139762,55001
113142001,57157
113129148,9855
113122118,79017
113136090,10926
113139773,6915
113142299,3475
113137356,56891
113138281,56891
113129039,56891
113131309,56891
113135907,1352
113143118,9569
113124927,54623
113121826,27072
113135690,9912
113140945,60528
113141614,60528
113123655,414
113142046,79602
113123039,151531
113142727,57787
113143357,57787
113144379,8842
113140031,115098
113138521,5048
113143250,5048
113143201,9058
113135306,8522
113125564,79090
113129017,4145
113130286,54879
113138204,5080
113141477,113000
113140283,64285
113135368,64285
113135333,55692
113130675,9254
113141623,8938
113135279,115939
113141250,57585
113130429,7005
113129417,6401
113126058,29116
113122209,5689
113125982,3720
113129433,6792
113130466,57172
113145261,728642
113145325,65220
113137153,7021
113137357,83741
113135170,9265
113141411,9265
113142262,6856
113140898,1534
113141123,9043
113135182,9043
113132651,10157
113136538,55200
113129503,84954
113133094,1407
113141958,1407
113133508,8993
113127778,4784
113140426,4784
113126586,6482
113126811,6482
113126964,6482
113132808,23542
113135645,9862
113139447,23221
113134727,7095
113121920,6224
113145479,7812
113121497,9690
113136899,5980
113145704,5081
113137254,389434
113142908,29954
113131233,51534
113143393,51085
113142400,9031
113134543,10048
113145531,51513
113128944,51603
113133561,8798
113127791,7756
113134617,83930
113133307,928
113141780,928
113121492,57467
113134896,57467
113145495,56920
113132459,6540
113144416,3423
113122268,5646
113136575,920
113144812,695
113136690,22955
113136926,2534
113129875,2534
113136898,3097
113126511,6924
113126061,11313
113145417,1185
113141956,10867
113132532,10867
113131197,55727
113139835,9546
113142639,54903
113126378,51099
113123944,3730
113135285,54799
113140998,51096
113140876,54476
113134389,54902
113122627,23395
113132677,5286
113126564,54443
113140555,58525
113124202,2844
113124202,23637
113142086,1634
113125512,54814
113125708,5536
113140144,8491
113141386,57146
113135966,672
113123289,2067
113145793,7869
113121431,51360
113135018,4057
113137105,2137
113133566,9971
113131547,60481
113131911,240
113128492,8284
113145308,57658
113131239,55148
113131210,55148
113125495,11183
113137040,30845
113136244,5704
113125627,23324
113132303,57709
113132233,5010
113129707,5010
113140257,9961
113136871,5238
113133029,55703
113143350,23357
113143540,9604
113139951,9604
113146216,1774
113145588,1774
113133297,1663
113126802,923
113137596,23376
113144970,23649
113139778,23144
113143583,823
113128764,4190
113131574,4190
113136707,10903
113128678,440193
113132985,10138
113142415,10138
113145295,7454
113138161,1800
113144011,9782
113140794,64132
113137159,81551
113125051,23386
113133107,3670
113146104,55349
113137604,53832
113136273,27032
113134661,10928
113138543,22902
113123425,8540
113133011,63932
113131621,55622
113139065,147948
113130448,1591
113133112,56981
113142437,3082
113133493,3082
113135347,54764
113126773,23154
113138828,25960
113146318,55734
113134366,4331
113137853,23034
113131442,864
113146404,4361
113140046,1992
113131583,64816
113127856,64816
113121316,11136
113132711,114879
113127498,9716
113123932,1373
113134322,732
113144171,2273
113143335,2273
113130252,51507
113142959,2554
113139302,9921
113131286,55778
113123381,4719
113127571,4719
113134000,9821
113136676,23071
113145132,211
113130906,211
113143043,330
113123292,11215
113128221,6617
113142397,11171
113136427,51177
113128948,2730
113123051,30846
113140040,55635
113127527,25901
113136412,58528
113137075,3298
113130317,51230
113137900,10062
113142343,29781
113137418,11231
113126056,23633
113134064,7431
113138209,8635
113145779,3755
113132282,56895
113125724,4285
113141853,5583
113125418,3459
113143970,11285
113132187,7444
113125914,5452
113136572,5452
113122617,65980
113133272,6642
113137646,9519
113132700,56938
113127576,55334
113125959,51106
113145927,3149
113132622,23279
113135275,2896
113126213,2896
113144850,51306
113138306,55166
113146192,6301
113134651,8498
113130412,7260
113127993,10908
113141672,56052
113121754,10061
113121714,54480
113137309,2530
113128570,55236
113146304,9846
113140841,535
113133037,8554
113136836,9497
113126697,9497
113125995,28990
113122288,25897
113132989,11345
113129464,4653
113124369,84908
113131515,7414
113135300,7414
113137832,23604
113132465,23604
113144422,26228
113135344,7077
113141029,7077
113129021,55773
113133837,8452
113125248,8452
113127988,9172
113123078,5009
113137108,10858
113137111,10858
113137109,10858
113133991,26009
113143625,9099
113122124,9099
113143320,846
113144560,51121
113144133,2324
113126778,54888
113130131,54455
113143204,4238
113128195,84245
113129812,4234
113144470,175
113128567,55300
113132349,27430
113128559,7092
113132948,23644
113126736,7204
113124355,1462
113132837,79567
113137907,79567
113125085,729
113124517,26064
113135936,11284
113138220,23035
113121442,27067
113145614,54896
113139875,1497
113139450,65078
113125498,79142
113121498,1008
113127445,3631
113124416,5874
113133570,5685
113138093,5685
113129748,10039
113124411,3371
113139330,3371
113122852,55775
113131746,84883
113125755,9440
113124769,822
113137593,1175
113139115,10863
113125692,8538
113142531,23338
113123102,7546
113143416,3937
113126562,54802
113144110,1495
113128403,54875
113123246,2042
113124192,3309
113129153,1829
113129250,1829
113127283,54960
113123119,2824
113146303,51438
113121721,80243
113134561,22884
113134274,51606
113144744,5431
113122342,56204
113140044,1356
113122240,84062
113123594,7504
113133479,57102
113129041,55841
113128029,27146
113121387,4134
113136974,57120
113143497,57646
113122129,9734
113144235,26262
113129079,57545
113126994,50484
113141920,168850
113135512,92017
113130044,2978
113146286,51773
113142649,51773
113132975,10659
113141988,10659
113127063,23518
113133209,4254
113139141,1161
113130863,9563
113130922,8863
113145991,10911
113140935,55040
113138208,5954
113145110,5982
113131187,57492
113126716,81037
113124393,23327
113124444,3074
113124578,79810
113144569,340533
113132129,51528
113138057,27122
113132545,27122
113136533,7984
113126748,9603
113121913,63933
113145695,51474
113144108,5601
113133026,9564
113123342,84067
113133484,9709
113134027,9454
113139868,9454
113137665,5888
113127965,10721
113137944,1535
113137577,23593
113124611,10198
113132519,54477
113141999,54477
113145652,80143
113128419,6307
113138170,55761
113132435,60529
113138018,60529
113137144,1112
113136984,728464
113145104,8574
113132965,8574
113130838,51154
113129517,55850
113129074,23101
113141955,83714
113144105,55745
113126048,27095
113136164,9967
113124637,29085
113124119,954
113139540,954
113137783,4065
113123017,5798
113141867,25771
113132374,57475
113145578,10079
113145943,23626
113144401,23201
113135494,84957
113144757,2581
113127279,51602
113145349,26099
113129684,8454
113143591,10827
113144058,26999
113137021,23118
113137006,116254
113141318,57602
113139854,55283
113131982,114800
113128113,114800
113137135,23369
113135407,84545
113132906,51663
113124741,10886
113127292,8908
113129511,6646
113142180,5318
113127095,2155
113127093,2155
113141907,2665
113136719,639
113136652,9474
113142342,57458
113132832,57458
113125863,57095
113135689,57504
113129549,8975
113129163,8975
113140015,23200
113134355,3918
113122431,5218
113130769,29927
113138408,816
113135838,55718
113130451,493
113130065,9877
113139497,55781
113133996,54432
113134834,55706
113123994,1608
113141624,64718
113132762,64761
113135659,5832
113132182,5832
113127788,5188
113138782,4084
113133064,5128
113135965,5662
113126360,9150
113136581,55359
113133496,65125
113131786,55749
113146155,11054
113129294,84699
113122040,55650
113125946,9410
113138201,79832
113140171,30
113130068,51564
113145346,51564
113138919,11178
113138618,93166
113144497,7478
113144510,7478
113131635,10787
113133439,60488
113128379,2983
113124418,6433
113132657,23041
113131509,1001
113129872,416
113124962,416
113143358,84649
113145271,1431
113125052,64951
113130828,63916
113131671,23063
113135160,23063
113125485,81671
113121402,10513
113140691,5424
113136361,56848
113136829,6141
113121535,770
113133843,770
113136727,79763
113136392,11338
113136724,29924
113126848,29924
113142314,8776
113133966,2817
113140043,2817
113141198,3029
113141763,55726
113141974,51768
113135091,1747
113140279,1747
113145751,8839
113139133,58524
113135423,4804
113125578,50937
113122417,6873
113132972,28996
113141913,23534
113129094,8625
113129394,54929
113140831,9170
113128145,9170
113130724,5476
113124183,6558
113124651,28966
113130680,2139
113138488,9627
113145644,11218
113138262,53339
113142193,55711
113128943,22904
113123486,5378
113129199,10362
113129108,8943
113141225,9351
113145465,2773
113127475,3843
113135960,4942
113134818,5586
113140038,57418
113137580,9697
113140267,9423
113128566,9423
113141761,55388
113138178,3735
113132998,23536
113145908,55633
113121740,4710
113131623,55854
113135217,6416
113131694,9748
113127982,9748
113122429,51167
113126510,119391
113129052,7089
113124015,51665
113132535,83641
113122774,4199
113121573,8621
113129365,84679
113145501,4904
113127830,5141
113137120,5525
113128935,1994
113137895,1994
113139839,7075
113130081,6602
113126078,4802
113126975,6550
113125568,25791
113139697,259266
113134303,64834
113129178,64834
113132750,6688
113137909,6688
113125909,30834
113138172,744
113129089,27107
113131644,4287
113125567,9950
113131417,2263
113139948,55631
113129164,2009
113122037,60487
113127868,55623
113128143,26153
113125848,55102
113124219,2235
113137970,4649
113127422,8653
113123990,8653
113121428,5214
113134533,5214
113121720,1316
113134613,1316
113124564,8611
113138655,8611
113121767,23471
113136992,5255
113145170,7132
113128973,7813
113133070,9399
113133005,5315
113122113,5315
113125002,54505
113129194,30836
113146303,7216
113145427,5590
113145496,55699
113141802,89795
113141461,79641
113133946,6093
113132823,865
113121508,5165
113130223,8692
113130265,8692
113123256,9759
113127265,9759
113130268,11186
113129956,11186
113127846,2261
113140756,3430
113142654,63897
113135975,80347
113133300,4205
113145693,55593
113145418,4943
113144321,2182
113131642,3632
113145724,27238
113145456,56850
113130307,65055
113144262,25885
113137434,9741
113131721,57217
113130343,51447
113131595,286749
113132260,55133
113138922,3796
113138715,10235
113136916,57560
113125434,22933
113125337,5526
113142863,5837
113125140,5837
113132148,5307
113132362,55746
113128614,55746
113130656,64710
113122461,55737
113122603,10294
113129765,8514
113136600,29121
113124895,4129
113123426,4129
113132956,6095
113129200,7049
113141242,8399
113145762,54626
113125661,483
113133792,483
113137872,4734
113137794,5597
113138155,5873
113132522,27440
113138453,7353
113142155,4040
113141512,2984
113144370,8518
113137918,4925
113132678,4925
113134518,5217
113139783,5217
113136441,5774
113127250,27071
113124698,2255
113139082,2255
113127693,23446
113128099,54916
113143237,23293
113144035,10640
113138717,8218
113129301,27006
113129482,10272
113124237,9993
113129491,55658
113133739,55658
113125154,4335
113144368,79364
113130703,79364
113140806,23210
113138634,5423
113135904,55808
113144825,22844
113125231,57704
113144383,3340
113126516,440
113139329,10947
113135589,1103
113126450,29105
113137880,1459
113133337,1459
113125998,11099
113134658,8891
113129931,998
113145075,998
113122640,26031
113126599,26031
113132931,6559
113123049,8440
113127100,8440
113127174,9448
113122888,9448
113123276,11320
113127296,6160
113126499,23161
113127811,79658
113141890,54556
113130415,29995
113125500,114049
113137319,6400
113122618,9319
113145985,537
113129102,6929
113133904,6929
113137318,28951
113139688,26528
113129486,53615
113134983,53615
113121676,51052
113127426,6596
113145919,60343
113126591,29894
113122914,79901
113122068,5134
113128201,5566
113125522,87
113144290,27330
113140526,22905
113129403,84708
113121833,7037
113141179,6720
113142762,27125
113132118,7321
113135657,7321
113137497,64398
113129204,64398
113145254,8243
113145687,3028
113143973,3161
113139090,55743
113125660,2213
113146392,4775
113130693,51095
113144181,23291
113144624,9744
113128216,1400
113125003,51009
113141584,54820
113127881,54820
113139985,79041
113134085,8907
113123403,5817
113124063,5817
113123496,5817
113126026,5817
113136571,5817
113136237,7515
113125041,949
113130982,4171
113133288,56666
113132660,83642
113129090,8626
113138709,80216
113135355,3993
113137852,5151
113127177,1183
113142949,54475
113122135,6389
113127779,6605
113142172,5927
113128245,5523
113127229,10979
113127488,8647
113123448,10170
113127519,10170
113139678,5743
113124047,10644
113123933,9175
113143429,6480
113144166,8301
113141136,4905
113135298,4905
113127470,2736
113141264,65993
113140490,4854
113127459,8726
113132468,7251
113143299,55421
113146212,11343
113132991,59277
113142406,59277
113123440,617
113132854,9891
113138078,9187
113124620,55205
113138079,51495
113132934,51495
113145629,2023
113130842,2023
113137905,6557
113129170,56005
113139703,57719
113137588,51175
113130368,55160
113146026,55160
113139490,9671
113133604,64431
113141850,79023
113133574,51512
113141923,10512
113133327,55020
113143604,38
113133575,23151
113141946,23151
113131934,7479
113121668,29090
113138589,119
113144125,2249
113122538,2249
113133312,9605
113131182,4140
113127379,4140
113141922,5250
113127973,64778
113126698,2355
113128478,27091
113141302,27091
113127857,6624
113141446,6624
113140763,60
113127863,60
113138689,60
113132107,55034
113128069,5337
113129680,5337
113134358,1739
113130387,7879
113130279,7879
113136260,55973
113133080,55973
113139468,9733
113123065,55843
113135413,5076
113131931,5076
113126444,23016
113134840,22920
113139667,22920
113130241,23609
113143330,25996
113134575,10179
113130599,5939
113145217,11176
113136634,25930
113131346,4292
113139516,7374
113133812,27252
113124531,113235
113146316,5362
113139486,88455
113125954,7163
113125534,9618
113126206,55824
113128366,3385
113122841,4162
113144600,2239
113144253,55796
113141232,57662
113130087,5909
113145828,5909
113141471,56949
113136114,9138
113141469,6813
113127897,5609
113138180,27231
113138163,8527
113136524,5915
113124029,54431
113134696,23032
113142771,5063
113142770,827
113121789,6626
113121499,9576
113133974,1781
113122913,1781
113121484,54518
113142885,143684
113134908,51548
113143047,7299
113131774,88
113130153,832
113131474,7107
113125688,10003
113128516,79960
113144861,203427
113144289,7319
113138685,2260
113133249,2192
