GENEID_1841481,GENEID_9606
111652584,7105
111648292,64102
111661880,8813
111654277,57147
111654276,55732
111659340,2268
111653440,2268
111665884,2519
111656690,2729
111670794,4800
111658009,90529
111649822,57185
111645997,22875
111657864,6405
111653190,6405
111672163,1080
111655929,54467
111657606,1595
111657649,889
111671228,5893
111657348,51056
111670321,4267
111648169,9957
111657042,26
111647701,51384
111646388,23072
111672999,8379
111656161,3927
111658427,3927
111655439,29916
111669950,4074
111666251,90293
111657889,56603
111644517,3382
111646264,79007
111670335,57679
111648895,843
111671504,8837
111645211,55471
111652223,10181
111673588,9108
111646497,9108
111670428,381
111653339,381
111668108,23098
111671292,26073
111667148,23129
111645616,204
111673631,952
111673659,952
111663502,2288
111663508,2288
111653361,2288
111655910,23028
111657855,10180
111663909,84254
111650664,84254
111664260,5965
111656923,55610
111665013,126393
111658555,4706
111656919,5166
111650589,85413
111653820,51364
111662858,170302
111670091,10165
111672158,7982
111657528,996
111652257,6521
111658437,6521
111656930,799
111673058,3052
111665759,1856
111649927,5976
111671095,5976
111652736,8935
111671189,55013
111661062,55013
111673306,3207
111656540,5439
111663961,56919
111656151,4222
111644528,221981
111671158,221981
111673209,3980
111667328,79657
111651279,81691
111647691,57019
111669130,56928
111644626,80256
111669750,51226
111670878,5577
111646187,10943
111665543,1387
111667502,1387
111663883,9256
111664937,5444
111664938,5444
111668861,6936
111651556,84058
111650837,54677
111650836,5244
111660020,55904
111654581,30812
111657768,30812
111658074,25998
111673036,23077
111673033,26224
111668331,26224
111655415,5164
111672042,3675
111648240,3920
111657524,3674
111656916,51666
111665537,51573
111667494,51573
111670148,9244
111656327,9244
111646334,9244
111655445,114881
111663412,114881
111658436,26022
111650693,51087
111660531,9020
111664391,9020
111661756,6833
111663254,10368
111647499,10368
111652974,54972
111666192,163
111668787,6863
111659594,64847
111659587,8913
111670090,1750
111654335,4293
111673639,5898
111672038,55971
111667533,55971
111660050,80853
111644501,2115
111666043,55750
111670534,221
111665465,221
111660291,221
