30608_GENEID,9606_GENEID
105872948,7105
105873079,64102
105872270,8813
105881926,57147
105881929,55732
105863555,2268
105873527,2519
105880019,2729
105869146,4800
105863524,90529
105863523,57185
105856854,81887
105866840,22875
105874987,6405
105869370,1080
105879398,54467
105879402,1595
105879401,889
105878474,572
105856067,51056
105856097,9957
105883171,26
105867353,51384
105858397,23072
105868296,8379
105872125,3927
105872166,29916
105883178,55365
105878277,4074
105885785,90293
105863279,56603
105867264,3382
105855933,79007
105856950,57679
105856963,843
105856964,8837
105879303,7035
105884501,55471
105874985,10181
105882531,9108
105882532,6542
105884830,381
105857931,23098
105857933,26073
105882686,23129
105871792,204
105856078,952
105881485,2288
105863495,23028
105874984,10180
105882809,5965
105879415,55610
105876911,126393
105876905,115703
105879726,4706
105867287,5166
105875003,51364
105880175,340273
105882338,170302
105867266,10165
105869362,7982
105863670,996
105883548,6521
105879418,799
105882449,3052
105877972,1856
105859764,64063
105855003,5976
105875915,8935
105877572,55013
105872313,55013
105875929,3207
105879249,56919
105883517,4222
105867261,221981
105884558,3980
105864796,79657
105885317,6296
105885315,81691
105863887,57019
105873988,56928
105874318,80256
105872164,51226
105861036,5577
105882444,10943
105859673,1387
105870866,9256
105870807,4353
105867256,5444
105867365,6936
105884587,84058
105879364,54677
105879325,5244
105861339,55904
105868468,57414
105859760,30812
105873843,25998
105855857,23077
105855856,26224
105871080,3683
105885105,5164
105885102,3675
105882343,7543
105856953,3920
105883554,3674
105867296,51666
105855213,51573
105855014,55049
105855013,9244
105872153,114881
105854798,26022
105877862,51087
105872042,3883
105872044,3883
105872194,3883
105883589,9020
105879980,6833
105879717,10368
105878646,54972
105883206,163
105867295,6863
105859684,10127
105863892,6376
105885121,64847
105885120,8913
105859738,51330
105867276,1750
105866663,4293
105864404,5898
105868380,55971
105873230,80853
105858664,2115
105873251,55750
105867429,221
105862983,55001
105861661,57157
105866377,9855
105879979,10083
105855110,79017
105879368,10926
105873955,6915
105855269,3475
105877036,56891
105861972,1352
105858811,9569
105876797,54623
105878260,27072
105878134,9912
105878120,60528
105867288,85477
105881024,8228
105878437,8735
105861599,79602
105860479,151531
105869524,57787
105856076,8842
105855028,115098
105857955,5048
105857991,4843
105878285,1770
105857879,9703
105858000,9058
105861993,8522
105869540,79090
105873947,4145
105869393,1087
105869449,1087
105868014,1087
105869446,1087
105869449,1087
105861740,974
105861713,6329
105878749,54879
105867332,8277
105857465,5080
105856294,113000
105856245,64285
105856258,55692
105875001,9254
105859588,8938
105859605,115939
105856274,9091
105859587,57585
105881925,6401
105886095,55735
105871690,2328
105865223,29116
105872951,27035
105863547,1870
105881079,5689
105862188,6853
105865150,3720
105882381,6792
105880567,57172
105877658,728642
105877659,65220
105869203,7021
105869174,83741
105866795,9940
105868248,9265
105879370,53616
105861117,6856
105861645,1534
105885134,9043
105874932,1951
105864150,10157
105869059,55200
105874425,51188
105873993,84954
105877389,4257
105875621,1407
105869560,8993
105885491,4784
105882778,6482
105859759,64386
105859582,5310
105884995,23542
105872088,9862
105857160,23221
105884495,54497
105879186,7095
105876400,6224
105878707,7812
105883124,9690
105864898,5980
105868559,10178
105865470,5081
105886046,10747
105858073,389434
105863551,199870
105880566,80342
105859244,29954
105859464,51534
105858850,51085
105858840,9031
105865168,10048
105861447,51513
105856451,83932
105871679,51603
105855362,7756
105874931,7384
105878251,83930
105869055,928
105874428,57467
105869007,9918
105869009,25900
105869541,2696
105875046,51533
105875047,56920
105875048,11188
105875050,23166
105865669,80199
105857531,3423
105873275,5646
105859756,7752
105869095,920
105868999,10233
105873066,695
105858283,3077
105855085,22955
105864918,2534
105860540,3097
105871687,2326
105863444,6924
105863446,11313
105882713,1185
105861663,9902
105858454,6534
105881473,10867
105856750,55727
105870504,54903
105874488,51099
105881023,3730
105867923,26993
105885135,54799
105885077,51096
105868227,54476
105856311,54902
105860761,5725
105876842,8193
105878627,9066
105874458,23395
105879984,5286
105869466,5329
105878240,54443
105867921,58525
105875163,2844
105875163,23637
105865374,1634
105869542,54814
105869563,5536
105871533,23177
105884530,8491
105876917,27033
105876902,7305
105885310,57146
105865773,2556
105859393,672
105869537,2067
105876931,933
105874991,7869
105882360,51360
105856416,4007
105874438,4057
105877144,2137
105883957,9971
105880018,60481
105860128,240
105870969,57658
105856746,55148
105867637,11183
105884460,30845
105876779,5704
105861831,23324
105879193,57709
105879192,5010
105883550,51629
105871095,9961
105883189,51667
105873849,5238
105873850,112611
105856970,1195
105875609,55703
105859066,23357
105862630,9604
105867805,1774
105879286,1663
105876690,50865
105876691,9052
105865038,10046
105878645,923
105874020,23376
105878515,23649
105864780,23144
105878513,823
105872680,55
105876244,10463
105865494,10903
105873394,1355
105876282,440193
105860661,10138
105877838,10771
105856374,7454
105855942,1800
105861876,637
105862511,9782
105870644,29881
105885112,64132
105877124,81551
105870645,23386
105857792,3670
105875076,55349
109730807,53832
105861769,1179
105861766,1179
105861768,22802
105872685,27032
105875567,3479
105856378,92745
105860947,10928
105883064,22902
105884621,1272
105857706,6556
105881251,25937
105883022,8540
105857158,63932
105862683,477
105862687,477
105884478,55622
105862555,147948
105864560,23584
105876041,23187
105864362,1591
105869419,1591
105885401,56981
105885419,57586
105885763,972
105879346,3082
105880361,54764
105871759,23154
105870376,25960
105872258,55734
105878311,4331
105867645,23034
105863560,864
105857349,4361
105860357,58473
105873492,1992
105868334,64816
105876988,11136
105884471,6683
105867058,9369
105867519,114879
105872391,9716
105863911,1373
105882579,732
105864444,2273
105862301,51507
105864847,2554
105877212,55655
105864093,57210
105866894,9921
105861085,55778
105875104,64429
105885167,57476
105874066,6050
105856893,4719
105885261,9821
105873773,23071
105875039,211
105874570,330
105874569,330
105866229,11215
105875398,51022
105878321,6617
105877390,51071
105877395,11171
105884916,11171
105873414,1244
105865508,51177
105885746,2730
105875871,23304
105869597,30846
105872863,55635
105862054,25901
105863615,58528
105878217,3298
105865780,51230
105865568,8630
105884841,10062
105885000,1890
105885005,29781
105879934,10953
105864962,11231
105871822,23633
105865304,7431
105871657,355
105877860,8635
105866198,960
105872264,3755
105868595,56895
105862714,57823
105855732,4285
105878317,5583
105873104,3645
105860595,3459
105883862,11285
105873109,9047
105862358,7444
105882708,7133
105877082,55591
105867999,5452
105876460,65980
105868110,6642
105880531,9519
105857268,56938
105857232,9774
105880266,55334
105878180,286
105876390,3381
105868584,51106
105879247,9135
105855146,3149
105884523,23279
105861442,578
105855670,4593
105862318,22807
105883553,2896
105862518,51306
105879929,57514
105869195,55166
105863977,6301
105869654,8498
105882906,5926
105870517,7260
105885634,10908
105885632,10908
105878857,8100
105859711,56052
105880888,55596
105883186,10061
105883185,54480
105884247,57554
105878357,2530
105869297,55236
105860076,9846
105859413,535
105873437,8554
105883303,9497
105871295,321
105856318,5606
105885246,79645
105881724,79645
105879799,9168
105876579,9168
105869894,25897
105873528,8504
105875460,11345
105871683,4653
105881557,26751
105863265,84908
105868785,7414
105877265,55789
105868109,23604
105861223,8439
105863803,159
105869303,26228
105866724,7077
105865399,5981
105862845,8452
105884678,9172
105855609,5009
105861542,10858
105883924,26009
105882560,6570
105876003,9099
105879893,846
105859402,27175
105871865,51121
105865757,2324
105859938,54888
105870462,54455
105869729,4238
105885482,84245
105878003,4234
105871064,3224
105874671,175
105856048,55300
105856090,259282
105864842,27430
105874607,7092
105858976,23644
105885372,7204
105882211,1462
105882434,23274
105868942,4481
105858954,999
105877295,23517
105885375,1767
105872635,9765
105858997,79567
105878388,729
105867768,26064
105880494,11063
105865623,11284
105885493,54831
105859046,23035
105880142,54908
105854804,27067
105884018,54896
105879228,1497
105877715,65078
105877900,79142
105871712,1008
105883669,3631
105860614,5874
105857205,5685
105864219,23026
105879786,55341
105875029,10039
105873676,3371
105886103,90326
105872291,140876
105876299,55775
105870201,84883
105876310,55812
105857343,9440
105876583,54884
105876585,822
105869576,1175
105880581,7399
105855180,11055
105882772,7038
105876588,10863
105863943,8538
105855790,54165
105869983,23338
105864273,7546
105867165,3937
105855062,54802
105871722,2981
105875829,9820
105862517,1495
105882375,5256
105874120,54875
105863647,2042
105875192,3309
105881091,1829
105882318,54960
105882427,8481
105882425,2824
105857506,80243
105877833,22884
105870850,64848
105882398,56474
105864102,51606
105867844,5431
105870690,56204
105874835,116984
105855601,7175
105881243,1356
105879688,23247
105865151,84062
105855596,7504
105881437,57101
105881451,57102
105882451,55841
105882446,395
105856065,27146
105865357,57120
105865360,6098
105865023,57646
105880188,9734
105880458,26262
105880465,51491
105856083,57545
105882174,50484
105884828,168850
105882267,608
105882241,92017
105877387,55885
105875850,55173
105875875,2978
105860333,51773
105882704,55187
105857724,10659
105856660,23196
105857618,23518
105855071,1298
105867609,4254
105877262,1161
105882015,11174
105886073,9563
105886096,9341
105886034,10911
105886090,3604
105885122,55040
105884479,4052
105857467,5954
105858838,5982
105868570,57492
105876450,81037
105860598,23327
105856420,50943
105881790,3074
105881573,79810
105863343,340533
105882924,51528
105882947,27122
105873315,7984
105875911,9603
105865118,63933
105869877,51474
105870053,25875
105870176,9498
105884236,5733
105860834,79931
105865754,5601
105883828,91522
105875451,9564
105883458,84067
105866461,9709
105854971,9454
105872449,5888
105879904,10721
105862660,5291
105855896,1535
105874975,84321
105880471,84321
105862072,23593
105880827,10198
105882790,54477
105871048,5652
105878709,80143
105873014,23223
105881752,57600
105874605,6307
105885586,55761
105885488,60529
105870012,23105
105876301,1112
105864887,728464
105884024,51154
