GENEID_61383,GENEID_9606
115507545,7105
115509963,8813
115505725,57147
115505724,55732
115522378,2268
115514470,2519
115514065,2729
115513914,4800
115520140,90529
115520139,57185
115507134,81887
115514015,22875
115508289,6405
115509113,1080
115508895,54467
115508893,1595
115508894,889
115518110,5893
115524797,572
115512780,51056
115512810,9957
115509385,26
115500750,51384
115508716,23072
115503857,8379
115501677,3927
115501781,29916
115507025,90293
115510707,56603
115508936,3382
115502052,79007
115520364,843
115520327,7035
115510929,55471
115508288,10181
115511817,9108
115511818,6542
115509146,381
115508576,23129
115519743,204
115512792,952
115518171,2288
115520478,23028
115508285,10180
115518430,5965
115508907,55610
115503129,126393
115503166,115703
115508922,5166
115514282,85413
115508301,51364
115507829,170302
115508925,10165
115509111,7982
115500920,6521
115500375,799
115507457,3052
115501181,1856
115506956,5976
115509008,8935
115507390,292
115500495,56919
115501645,4222
115508945,221981
115500638,3980
115518876,79657
115504380,6296
115504378,81691
115502595,57019
115500132,80256
115501581,51226
115508776,5577
115507714,10943
115503724,1387
115501016,4353
115508918,5444
115510761,6936
115510742,84058
115508861,54677
115508864,5244
115508799,55904
115503956,57414
115504587,30812
115514147,25998
115511804,23077
115511830,26224
115504025,3683
115500539,5164
115500537,3675
115506946,7543
115508104,7543
115506658,3920
115500784,3674
115508921,51666
115503828,51573
115506813,9244
115501229,114881
115501129,26022
115501461,51087
115500938,3883
115500874,9020
115504320,10368
115524777,54972
115501738,163
115500393,6863
115503993,10127
115503327,6376
115501691,64847
115501312,8913
115503809,51330
115500378,1750
115516632,4293
115508730,5898
115504110,55971
115509255,80853
115509273,55750
115521622,55001
115504280,10344
115522231,9855
115525747,10083
115509043,79017
115508869,10926
115498827,6915
115509092,3475
115500700,1352
115504272,9569
115503503,54623
115508735,27072
115500599,9912
115500598,60528
115508948,85477
115507084,414
115507083,414
115507188,8228
115500653,8735
115518098,79602
115502465,57787
115512788,8842
115506396,115098
115502339,90273
115502241,90273
115501859,5048
115500603,4843
115500398,9703
115501676,9058
115500534,8522
115498718,4145
115501325,974
115501541,6329
115506932,8277
115526063,5080
115504390,113000
115504487,55692
115508309,9254
115504575,8938
115504582,115939
115503752,57585
115505726,6401
115520281,55735
115505403,2328
115513566,29116
115507348,27035
115514693,5689
115507494,6853
115513567,3720
115507267,6792
115505428,57172
115520582,728642
115522084,65220
115514050,7021
115513328,83741
115522786,9940
115504420,9265
115508786,6856
115500917,1534
115508232,1951
115509123,10157
115518164,55200
115523011,51188
115498647,84954
115518528,4257
115517638,1407
115502548,8993
115504608,4784
115500439,9862
115510931,54497
115523273,7095
115506299,6224
115521975,7812
115509433,9690
115514292,5980
115507417,10178
115521322,5081
115514521,389434
115505427,80342
115516727,29954
115514465,51534
115503782,9031
115513573,10048
115505308,51603
115500370,7756
115508231,7384
115508742,83930
115518157,928
115523007,57467
115518174,9918
115518176,25900
115503410,2696
115508354,51533
115508357,11188
115508356,23166
115502255,80199
115506949,3423
115509290,5646
115518195,920
115518584,10233
115506980,695
115519938,22955
115514296,2534
115514469,3097
115505395,2326
115520104,11313
115521217,1185
115501270,9902
115523402,6534
115518126,10867
115516811,55727
115498627,9546
115501360,54903
115523373,51099
115507357,3730
115505392,26993
115500278,54799
115500280,51096
115504614,54476
115502388,5725
115525571,9066
115502343,5329
115505416,58525
115502546,5536
115510642,23177
115503124,27033
115503028,2067
115502576,933
115506670,51360
115507678,4057
115512046,2137
115519488,9971
115514064,60481
115527410,240
115508105,8284
115519062,57658
115516806,55148
115510966,30845
115503015,5704
115524058,57709
115500755,51629
115504247,9961
115514153,112611
115521985,1195
115517632,55703
115516714,23357
115517511,9604
115507145,1774
115518310,1663
115518475,9052
115524866,923
115514206,23376
115525499,23649
115525793,823
115523721,55
115510635,4190
115512688,10463
115522016,10903
115527519,1355
115518818,10138
115517955,10771
115502987,1800
115518077,637
115516471,9782
115508660,29881
115501000,64132
115512026,81551
115508657,23386
115508384,55349
115514441,53832
115521849,1179
115519746,22802
115508369,55830
115519507,3479
115507106,92745
115528149,10928
115512576,22902
115522400,6556
115523462,25937
115520757,8540
115507213,63932
115505225,477
115505226,477
115510948,55622
115502440,147948
115525409,23584
115522069,8685
115509950,1591
115524895,56981
115525825,57586
115523385,972
115508849,3082
115527036,54764
115519929,23154
115512016,25960
115509959,55734
115516527,4331
115516475,23034
115520715,864
115525038,4361
115524679,58473
115503873,64816
115503159,11136
115510956,6683
115525561,114879
115516143,9716
115506712,2273
115509941,51507
115506565,57210
115498749,9921
115516884,55778
115524654,57476
115520591,4719
115506223,9821
115508343,211
115524515,330
115524514,330
115511054,11215
115505681,51022
115516533,6617
115518364,51071
115518363,11171
115527004,1244
115513844,50619
115520794,2730
115502539,30846
115521518,55635
115514187,58528
115510148,51230
115519167,8630
115524717,10062
115517910,29781
115510055,10953
115514250,11231
115521591,23633
115517645,7431
115527570,355
115514654,8635
115525090,960
115509621,3755
115514611,56895
115504744,57823
115508859,4285
115516530,5583
115505480,3645
115514442,3459
115514547,11285
115510601,7444
115519446,55591
115525847,65980
115515820,6642
115514415,9519
115514430,9774
115516615,55334
115511970,286
115512440,3381
115526359,23279
115513819,578
115500017,4593
115522219,22807
115501052,2896
115523159,57514
115514037,55166
115520421,6301
115499088,8498
115516504,5926
115511162,7260
115504327,56052
115498816,55596
115509400,10061
115509402,54480
115516571,2530
115512590,55236
115525583,9846
115500684,535
115515745,8554
115515591,321
115500660,5606
