9544_GENEID,9606_GENEID
700526,64102
701283,8813
701768,57147
701646,55732
716296,2268
717346,3075
700611,2519
710508,2729
719697,4800
100423404,90529
711963,57185
709053,81887
703680,22875
703995,6405
574346,1080
703273,54467
702623,889
703490,889
100426645,5893
717740,572
715081,51056
106995376,4267
720563,4267
713374,9957
714112,26
694069,51384
701331,23072
712947,8379
694950,3927
696913,29916
716696,4074
710546,90293
704750,56603
695889,3382
703263,57679
701295,843
574234,8837
613026,7035
709473,55471
704114,10181
710278,9108
710629,6542
699426,381
715863,23098
707994,26073
704044,23129
709737,204
714399,952
708481,2288
718609,23028
100430829,10180
707562,84254
705871,5965
701991,55610
710760,126393
710938,115703
698726,5166
697238,85413
702678,51364
712883,340273
699892,170302
699911,10165
704776,7982
717321,996
100427618,6521
701093,799
709878,3052
714381,1856
106996614,64063
720288,5976
701461,8935
698670,55013
106992384,3207
106997590,5439
711977,56919
713362,4222
694787,221981
715181,3980
703749,79657
696622,6296
696366,81691
704770,57019
106994601,56928
698214,80256
696299,51226
700770,5577
720836,10943
704331,1387
714301,9256
714246,4353
699355,5444
716061,6936
708605,84058
706186,54677
706683,5244
574235,5244
697233,55904
720005,57414
722402,30812
693559,25998
706915,7748
696734,23077
699028,26224
711945,3683
704169,5164
700962,3675
106992280,7543
695379,3920
714955,3674
698856,51666
694849,51573
720247,9244
694186,114881
718166,26022
714750,51087
705800,3883
716258,9020
654490,6833
701324,10368
695291,54972
100429215,163
697350,6863
702166,10127
574225,6376
703313,64847
706230,8913
699970,51330
697974,1750
693835,4293
703440,5898
718278,55971
711830,80853
106997505,2115
694070,55750
715545,55001
693552,57157
716099,10344
701179,9855
696911,10083
695547,79017
705468,10926
721732,6915
702624,3475
718301,1352
693935,9569
697786,54623
712457,27072
718174,9912
718217,60528
693551,85477
704070,414
708139,8228
717848,8735
707547,79602
698067,151531
715346,57787
714610,8842
720072,115098
574255,5048
706921,4843
722104,1770
709307,9703
715895,9058
717827,8522
100430078,4145
705572,1087
718218,974
718194,6329
705541,54879
699278,8277
695746,5080
722393,113000
693423,64285
694332,55692
702429,9254
677691,115939
696123,9091
722473,57585
100429858,7005
701538,6401
705057,55735
574244,2328
702625,29116
701376,27035
710200,1870
696133,5689
100423092,6853
702291,3720
693974,6792
717624,57172
703046,728642
708852,65220
707679,7021
707582,83741
697163,9940
717713,9265
705350,53616
698350,6856
717700,1534
707613,9043
709315,1951
694594,10157
722030,55200
721854,84954
701652,4257
703752,1407
718480,8993
717108,4784
698004,6482
700486,64386
694905,5310
720708,23542
702124,9862
699536,9862
716607,23221
708721,54497
696989,7095
708897,7812
719956,9690
695894,5980
699897,10178
702013,5081
722714,10747
705471,389434
716420,199870
712895,80342
705604,29954
701578,51534
720093,51085
716436,9031
706982,10048
719151,51513
713543,83932
704943,51603
710999,8798
100689489,7756
677864,7384
705212,83930
712262,928
712834,9918
712900,25900
716192,2696
697103,51533
697162,56920
696916,11188
696802,23166
719442,80199
700892,3423
701814,7752
713807,920
714269,10233
703000,695
696129,3077
695722,22955
574214,2534
701340,3097
703743,2326
710467,6924
106996912,6924
719074,11313
714793,1185
717576,9902
100533956,654364
100533957,654364
711915,6534
721790,10867
699127,55727
713752,9546
714187,54903
716821,51099
708336,3730
719202,26993
704544,54799
708052,51096
701819,54476
700653,54902
703430,5725
719503,8193
722368,9066
714224,23395
697202,5286
710662,5329
706404,54443
718251,58525
100429627,23637
100429627,2844
709933,1634
715134,54814
716214,5536
696841,23177
713952,8491
710216,27033
574207,7305
697344,57146
711230,2556
712634,672
574267,2067
106994739,933
718575,933
703553,7869
715644,4007
713115,4057
100426593,2137
695618,9971
712243,60481
707926,240
100270697,8284
703855,57658
698882,55148
706204,11183
705316,30845
699847,5704
710870,23324
696121,57709
696363,5010
714802,51629
706736,9961
715231,51667
694464,5238
694598,112611
700320,1195
702711,55703
705043,23357
705363,9604
100425571,1774
717040,1663
697821,50865
697555,9052
703003,10046
695183,923
712898,10460
704454,23376
716541,23649
708584,23144
