321398_GENEID,9606_GENEID
108497081,7105
108497296,64102
108497583,8813
108502712,2519
108497151,2729
108507641,4800
108508050,57185
108509076,81887
108496402,22875
108499825,6405
108498735,1080
108498695,54467
108498686,1595
108498714,889
108492377,5893
108505821,51056
108502071,9957
108509057,26
108498934,51384
108501343,23072
108496692,8379
108509189,3927
108504768,4074
108498900,90293
108509287,56603
108498726,3382
108498040,79007
108506870,57679
108508930,8837
108508767,7035
108493308,55471
108499778,10181
108498093,9108
108505318,6542
108505968,23098
108505972,26073
108503237,23129
108503927,204
108493491,952
108504733,2288
108504961,23028
108499818,10180
108504181,84254
108492466,5965
108498717,55610
108501292,4706
108498694,5166
108503831,85413
108499752,51364
108503303,170302
108498682,10165
108498768,7982
108506377,996
108506389,6521
108498659,799
108503325,3052
108508969,5976
108508420,8935
108492907,55013
108508414,3207
108504184,56919
108506744,4222
108504858,221981
108504225,3980
108504346,79657
108496548,6296
108496547,6296
108496534,81691
108501945,57019
108506553,56928
108499350,80256
108495643,5577
108495999,10943
108494380,1387
108498692,5444
108496351,6936
108510375,84058
108498429,54677
108498416,5244
108495580,55904
108501320,30812
108502589,25998
108504669,23077
108504666,26224
108509350,5164
108509343,3675
108503293,7543
108497479,3920
108509730,3674
108498710,51666
108496572,51573
108508970,9244
108508808,114881
108509732,26022
108509115,9020
108495614,6833
108501311,10368
108509490,54972
108504216,163
108498661,6863
108495848,64847
108498668,1750
108505032,4293
108500090,5898
108496689,55971
108492383,80853
108504862,2115
108492398,55750
108495618,57157
108502863,9855
108496513,10083
108498835,79017
108509720,10926
108508304,6915
108498751,3475
108504560,56891
108508792,1352
108501834,9569
108499981,27072
108509599,9912
108507756,60528
108504864,85477
108498233,414
108498224,414
108498233,414
108496012,8228
108492436,79602
108501654,151531
108492299,8842
108506973,115098
108501138,5048
108500584,4843
108507757,1770
108506025,9703
108505949,9058
108507753,8522
108508300,4145
108508307,4145
108509114,974
108509111,6329
108500474,54879
108503226,5080
108501301,113000
108494384,64285
108494401,55692
108499750,9254
108501352,115939
108494340,9091
108494406,57585
108507623,7005
108505319,55735
108494266,29116
108498618,5689
108494227,3720
108495996,6792
108500393,57172
108502619,728642
108505363,65220
108502622,65220
108496435,7021
108496369,83741
108504065,9940
108496628,9265
108498705,53616
108506369,1534
108495861,9043
108505931,1951
108503171,51188
108501778,4257
108492437,1407
108498972,6482
108501298,5310
108509413,23542
108506828,9862
108503382,23221
108493329,54497
108503629,7095
108506607,6224
108500443,7812
108499499,9690
108503608,5980
108499172,10178
108506459,5081
108502655,10747
108500797,389434
108505217,199870
